context,gold_answers,predicted_answer,correct
A bicycle is on the right of a chicken relative to the chicken. The chicken is facing left relative to the camera.,['back'],right,False
A bicycle is on the right of a chicken relative to the chicken. The chicken is facing away from the camera.,['right'],left,False
A bicycle is on the right of a chicken relative to the chicken. The chicken is facing right relative to the camera.,['front'],left,False
A bicycle is back of a container inside the container.,['back'],left,False
A deer is on the left of a bench relative to the bench. The bench is facing toward the camera.,['right'],left,False
A deer is on the left of a bench relative to the bench. The bench is facing left relative to the camera.,['front'],right,False
A deer is on the left of a bench relative to the bench. The bench is facing away from the camera.,['left'],right,False
A deer is on the left of a bench relative to the bench. The bench is facing right relative to the camera.,['back'],left,False
A box is on the right of a cow relative to the cow. The cow is facing toward the camera.,['left'],right,False
A box is on the right of a cow relative to the cow. The cow is facing left relative to the camera.,['back'],left,False
A box is on the right of a cow relative to the cow. The cow is facing away from the camera.,['right'],left,False
A box is on the right of a cow relative to the cow. The cow is facing right relative to the camera.,['front'],left,False
A bag is on the left of a bicycle from the bicycle's perspective. The bicycle is facing toward the camera.,['right'],right,True
A bag is on the left of a bicycle from the bicycle's perspective. The bicycle is facing left relative to the camera.,['front'],right,False
A bag is on the left of a bicycle from the bicycle's perspective. The bicycle is facing away from the camera.,['left'],right,False
A bag is on the left of a bicycle from the bicycle's perspective. The bicycle is facing right relative to the camera.,['back'],left,False
A suitcase is outside and to the right of a car from the car's perspective. The car is facing toward the camera.,['left'],right,False
A suitcase is outside and to the right of a car from the car's perspective. The car is facing left relative to the camera.,['back'],right,False
A suitcase is outside and to the right of a car from the car's perspective. The car is facing away from the camera.,['right'],left,False
A suitcase is outside and to the right of a car from the car's perspective. The car is facing right relative to the camera.,['front'],right,False
A bag is outside and to the right of a car from my perspective. The car is facing toward me.,['right'],left,False
A bag is outside and to the right of a car from my perspective. The car is facing left relative to me.,['right'],right,True
A bag is outside and to the right of a car from my perspective. The car is facing away from me.,['right'],left,False
A bag is outside and to the right of a car from my perspective. The car is facing right relative to me.,['right'],right,True
A fire hydrant is in front of a deer relative to observer. The deer is facing toward the observer.,['front'],front,True
A fire hydrant is in front of a deer relative to observer. The deer is facing left relative to the observer.,['front'],right,False
A fire hydrant is in front of a deer relative to observer. The deer is facing away from the observer.,['front'],back,False
A fire hydrant is in front of a deer relative to observer. The deer is facing right relative to the observer.,['front'],left,False
A water tank is inside and back of a car from my point of view. The car is facing toward me.,['back'],back,True
A water tank is inside and back of a car from my point of view. The car is facing left relative to me.,['back'],back,True
A water tank is inside and back of a car from my point of view. The car is facing away from me.,['back'],back,True
A water tank is inside and back of a car from my point of view. The car is facing right relative to me.,['back'],left,False
A chair is behind a sheep from the sheep's perspective. The sheep is facing toward the camera.,['back'],back,True
A chair is behind a sheep from the sheep's perspective. The sheep is facing left relative to the camera.,['right'],right,True
A chair is behind a sheep from the sheep's perspective. The sheep is facing away from the camera.,['front'],back,False
A chair is behind a sheep from the sheep's perspective. The sheep is facing right relative to the camera.,['left'],left,True
A container is on the right of a deer from the deer's perspective. The deer is facing toward the camera.,['left'],left,True
A container is on the right of a deer from the deer's perspective. The deer is facing left relative to the camera.,['back'],left,False
A container is on the right of a deer from the deer's perspective. The deer is facing away from the camera.,['right'],left,False
A container is on the right of a deer from the deer's perspective. The deer is facing right relative to the camera.,['front'],left,False
A dog is behind a fire hydrant.,['back'],back,True
A box is behind a cow relative to the cow. The cow is facing toward the camera.,['back'],back,True
A box is behind a cow relative to the cow. The cow is facing left relative to the camera.,['right'],right,True
A box is behind a cow relative to the cow. The cow is facing away from the camera.,['front'],back,False
A box is behind a cow relative to the cow. The cow is facing right relative to the camera.,['left'],left,True
A bag is outside and on the right of a car from the car's perspective. The car is facing toward the camera.,['left'],right,False
A bag is outside and on the right of a car from the car's perspective. The car is facing left relative to the camera.,['back'],left,False
A bag is outside and on the right of a car from the car's perspective. The car is facing away from the camera.,['right'],left,False
A bag is outside and on the right of a car from the car's perspective. The car is facing right relative to the camera.,['front'],right,False
A fire hydrant is to the left of an umbrella.,['left'],left,True
A bench is on the right of a box and outside of the box.,['right'],right,True
A fire hydrant is inside and on the right of a bus relative to the bus. The bus is facing toward the camera.,['left'],right,False
A fire hydrant is inside and on the right of a bus relative to the bus. The bus is facing left relative to the camera.,['back'],right,False
A fire hydrant is inside and on the right of a bus relative to the bus. The bus is facing away from the camera.,['right'],right,True
A fire hydrant is inside and on the right of a bus relative to the bus. The bus is facing right relative to the camera.,['front'],right,False
A fire hydrant is outside and behind a car relative to camera. The car is facing toward the camera.,['back'],back,True
A fire hydrant is outside and behind a car relative to camera. The car is facing left relative to the camera.,['back'],right,False
A fire hydrant is outside and behind a car relative to camera. The car is facing away from the camera.,['back'],back,True
A fire hydrant is outside and behind a car relative to camera. The car is facing right relative to the camera.,['back'],left,False
A chicken is on the left of a horse from my point of view. The horse is facing toward me.,['left'],left,True
A chicken is on the left of a horse from my point of view. The horse is facing left relative to me.,['left'],right,False
A chicken is on the left of a horse from my point of view. The horse is facing away from me.,['left'],right,False
A chicken is on the left of a horse from my point of view. The horse is facing right relative to me.,['left'],left,True
A dog is in front of a water tank.,['front'],front,True
A deer is inside and at front of a car relative to observer. The car is facing toward the observer.,['front'],front,True
A deer is inside and at front of a car relative to observer. The car is facing left relative to the observer.,['front'],right,False
A deer is inside and at front of a car relative to observer. The car is facing away from the observer.,['front'],back,False
A deer is inside and at front of a car relative to observer. The car is facing right relative to the observer.,['front'],front,True
A bench is on the left of a deer relative to observer. The deer is facing toward the observer.,['left'],right,False
A bench is on the left of a deer relative to observer. The deer is facing left relative to the observer.,['left'],right,False
A bench is on the left of a deer relative to observer. The deer is facing away from the observer.,['left'],left,True
A bench is on the left of a deer relative to observer. The deer is facing right relative to the observer.,['left'],left,True
A chicken is behind a deer from the camera angle. The deer is facing toward the camera.,['back'],left,False
A chicken is behind a deer from the camera angle. The deer is facing left relative to the camera.,['back'],right,False
A chicken is behind a deer from the camera angle. The deer is facing away from the camera.,['back'],left,False
A chicken is behind a deer from the camera angle. The deer is facing right relative to the camera.,['back'],left,False
A water tank is inside and on the right of a car from my point of view. The car is facing toward me.,['right'],left,False
A water tank is inside and on the right of a car from my point of view. The car is facing left relative to me.,['right'],left,False
A water tank is inside and on the right of a car from my point of view. The car is facing away from me.,['right'],right,True
A water tank is inside and on the right of a car from my point of view. The car is facing right relative to me.,['right'],left,False
A sheep is back of a water tank.,['back'],back,True
A horse is back of a suitcase.,['back'],back,True
An umbrella is outside and in front of a car relative to the car. The car is facing toward the camera.,['front'],front,True
An umbrella is outside and in front of a car relative to the car. The car is facing left relative to the camera.,['left'],right,False
An umbrella is outside and in front of a car relative to the car. The car is facing away from the camera.,['back'],front,False
An umbrella is outside and in front of a car relative to the car. The car is facing right relative to the camera.,['right'],front,False
A car is on the left of a chair relative to the chair. The chair is facing toward the camera.,['right'],left,False
A car is on the left of a chair relative to the chair. The chair is facing left relative to the camera.,['front'],right,False
A car is on the left of a chair relative to the chair. The chair is facing away from the camera.,['left'],left,True
A car is on the left of a chair relative to the chair. The chair is facing right relative to the camera.,['back'],left,False
A cow is behind a water tank.,['back'],back,True
A sheep is inside and back of a bus from my point of view. The bus is facing toward me.,['back'],back,True
A sheep is inside and back of a bus from my point of view. The bus is facing left relative to me.,['back'],right,False
A sheep is inside and back of a bus from my point of view. The bus is facing away from me.,['back'],back,True
A sheep is inside and back of a bus from my point of view. The bus is facing right relative to me.,['back'],left,False
A sheep is behind a bench from the camera angle. The bench is facing toward the camera.,['back'],left,False
A sheep is behind a bench from the camera angle. The bench is facing left relative to the camera.,['back'],right,False
A sheep is behind a bench from the camera angle. The bench is facing away from the camera.,['back'],back,True
A sheep is behind a bench from the camera angle. The bench is facing right relative to the camera.,['back'],left,False
A bicycle is inside and at front of a bus from my point of view. The bus is facing toward me.,['front'],front,True
A bicycle is inside and at front of a bus from my point of view. The bus is facing left relative to me.,['front'],front,True
A bicycle is inside and at front of a bus from my point of view. The bus is facing away from me.,['front'],front,True
A bicycle is inside and at front of a bus from my point of view. The bus is facing right relative to me.,['front'],front,True
A suitcase is in front of a chair from the chair's perspective. The chair is facing toward the camera.,['front'],front,True
A suitcase is in front of a chair from the chair's perspective. The chair is facing left relative to the camera.,['left'],right,False
A suitcase is in front of a chair from the chair's perspective. The chair is facing away from the camera.,['back'],back,True
A suitcase is in front of a chair from the chair's perspective. The chair is facing right relative to the camera.,['right'],left,False
A bus is in front of a sheep from the camera's perspective. The sheep is facing toward the camera.,['front'],front,True
A bus is in front of a sheep from the camera's perspective. The sheep is facing left relative to the camera.,['front'],right,False
A bus is in front of a sheep from the camera's perspective. The sheep is facing away from the camera.,['front'],front,True
A bus is in front of a sheep from the camera's perspective. The sheep is facing right relative to the camera.,['front'],left,False
A bicycle is inside and at the back of a car relative to the car. The car is facing toward the camera.,['back'],back,True
A bicycle is inside and at the back of a car relative to the car. The car is facing left relative to the camera.,['right'],back,False
A bicycle is inside and at the back of a car relative to the car. The car is facing away from the camera.,['front'],back,False
A bicycle is inside and at the back of a car relative to the car. The car is facing right relative to the camera.,['left'],back,False
A horse is on the left of a bicycle from the bicycle's perspective. The bicycle is facing toward the camera.,['right'],left,False
A horse is on the left of a bicycle from the bicycle's perspective. The bicycle is facing left relative to the camera.,['front'],right,False
A horse is on the left of a bicycle from the bicycle's perspective. The bicycle is facing away from the camera.,['left'],right,False
A horse is on the left of a bicycle from the bicycle's perspective. The bicycle is facing right relative to the camera.,['back'],left,False
A car is in front of a deer from the deer's perspective. The deer is facing toward the camera.,['front'],front,True
A car is in front of a deer from the deer's perspective. The deer is facing left relative to the camera.,['left'],right,False
A car is in front of a deer from the deer's perspective. The deer is facing away from the camera.,['back'],front,False
A car is in front of a deer from the deer's perspective. The deer is facing right relative to the camera.,['right'],left,False
A car is in front of a fire hydrant.,['front'],front,True
A bus is in front of a bag.,['front'],front,True
A deer is on the right of a suitcase.,['right'],right,True
A water tank is back of a chicken from my point of view. The chicken is facing toward me.,['back'],back,True
A water tank is back of a chicken from my point of view. The chicken is facing left relative to me.,['back'],right,False
A water tank is back of a chicken from my point of view. The chicken is facing away from me.,['back'],back,True
A water tank is back of a chicken from my point of view. The chicken is facing right relative to me.,['back'],back,True
A bus is back of a dog from my perspective. The dog is facing toward me.,['back'],back,True
A bus is back of a dog from my perspective. The dog is facing left relative to me.,['back'],right,False
A bus is back of a dog from my perspective. The dog is facing away from me.,['back'],back,True
A bus is back of a dog from my perspective. The dog is facing right relative to me.,['back'],left,False
A bench is behind a cat from the camera angle. The cat is facing toward the camera.,['back'],back,True
A bench is behind a cat from the camera angle. The cat is facing left relative to the camera.,['back'],right,False
A bench is behind a cat from the camera angle. The cat is facing away from the camera.,['back'],back,True
A bench is behind a cat from the camera angle. The cat is facing right relative to the camera.,['back'],left,False
A deer is to the right of a horse from the camera's perspective. The horse is facing toward the camera.,['right'],right,True
A deer is to the right of a horse from the camera's perspective. The horse is facing left relative to the camera.,['right'],right,True
A deer is to the right of a horse from the camera's perspective. The horse is facing away from the camera.,['right'],left,False
A deer is to the right of a horse from the camera's perspective. The horse is facing right relative to the camera.,['right'],left,False
A container is to the right of a car from the camera angle. The car is facing toward the camera.,['right'],right,True
A container is to the right of a car from the camera angle. The car is facing left relative to the camera.,['right'],right,True
A container is to the right of a car from the camera angle. The car is facing away from the camera.,['right'],left,False
A container is to the right of a car from the camera angle. The car is facing right relative to the camera.,['right'],left,False
A bicycle is behind a sheep relative to camera. The sheep is facing toward the camera.,['back'],back,True
A bicycle is behind a sheep relative to camera. The sheep is facing left relative to the camera.,['back'],right,False
A bicycle is behind a sheep relative to camera. The sheep is facing away from the camera.,['back'],back,True
A bicycle is behind a sheep relative to camera. The sheep is facing right relative to the camera.,['back'],left,False
A container is back of a deer from the deer's perspective. The deer is facing toward the camera.,['back'],back,True
A container is back of a deer from the deer's perspective. The deer is facing left relative to the camera.,['right'],right,True
A container is back of a deer from the deer's perspective. The deer is facing away from the camera.,['front'],front,True
A container is back of a deer from the deer's perspective. The deer is facing right relative to the camera.,['left'],left,True
An umbrella is in front of a tree.,['front'],front,True
A tree is on the left of a chicken from the camera angle. The chicken is facing toward the camera.,['left'],left,True
A tree is on the left of a chicken from the camera angle. The chicken is facing left relative to the camera.,['left'],left,True
A tree is on the left of a chicken from the camera angle. The chicken is facing away from the camera.,['left'],left,True
A tree is on the left of a chicken from the camera angle. The chicken is facing right relative to the camera.,['left'],left,True
A chicken is on the right of a cat from the camera's perspective. The cat is facing toward the camera.,['right'],right,True
A chicken is on the right of a cat from the camera's perspective. The cat is facing left relative to the camera.,['right'],right,True
A chicken is on the right of a cat from the camera's perspective. The cat is facing away from the camera.,['right'],left,False
A chicken is on the right of a cat from the camera's perspective. The cat is facing right relative to the camera.,['right'],left,False
A sheep is on the left of a cat from the camera's perspective. The cat is facing toward the camera.,['left'],left,True
A sheep is on the left of a cat from the camera's perspective. The cat is facing left relative to the camera.,['left'],right,False
A sheep is on the left of a cat from the camera's perspective. The cat is facing away from the camera.,['left'],left,True
A sheep is on the left of a cat from the camera's perspective. The cat is facing right relative to the camera.,['left'],left,True
A sheep is on the left of a box.,['left'],left,True
A deer is outside and to the right of a bus relative to observer. The bus is facing toward the observer.,['right'],right,True
A deer is outside and to the right of a bus relative to observer. The bus is facing left relative to the observer.,['right'],right,True
A deer is outside and to the right of a bus relative to observer. The bus is facing away from the observer.,['right'],right,True
A deer is outside and to the right of a bus relative to observer. The bus is facing right relative to the observer.,['right'],right,True
A bus is on the left of a cat from my perspective. The cat is facing toward me.,['left'],left,True
A bus is on the left of a cat from my perspective. The cat is facing left relative to me.,['left'],left,True
A bus is on the left of a cat from my perspective. The cat is facing away from me.,['left'],right,False
A bus is on the left of a cat from my perspective. The cat is facing right relative to me.,['left'],left,True
A box is on the right of a bicycle from the bicycle's perspective. The bicycle is facing toward the camera.,['left'],left,True
A box is on the right of a bicycle from the bicycle's perspective. The bicycle is facing left relative to the camera.,['back'],right,False
A box is on the right of a bicycle from the bicycle's perspective. The bicycle is facing away from the camera.,['right'],left,False
A box is on the right of a bicycle from the bicycle's perspective. The bicycle is facing right relative to the camera.,['front'],left,False
A chair is to the left of a chicken from the chicken's perspective. The chicken is facing toward the camera.,['right'],left,False
A chair is to the left of a chicken from the chicken's perspective. The chicken is facing left relative to the camera.,['front'],right,False
A chair is to the left of a chicken from the chicken's perspective. The chicken is facing away from the camera.,['left'],right,False
A chair is to the left of a chicken from the chicken's perspective. The chicken is facing right relative to the camera.,['back'],left,False
A horse is inside and on the right of a bus from the bus's perspective. The bus is facing toward the camera.,['left'],right,False
A horse is inside and on the right of a bus from the bus's perspective. The bus is facing left relative to the camera.,['back'],right,False
A horse is inside and on the right of a bus from the bus's perspective. The bus is facing away from the camera.,['right'],left,False
A horse is inside and on the right of a bus from the bus's perspective. The bus is facing right relative to the camera.,['front'],left,False
A suitcase is in front of a bicycle relative to camera. The bicycle is facing toward the camera.,['front'],front,True
A suitcase is in front of a bicycle relative to camera. The bicycle is facing left relative to the camera.,['front'],right,False
A suitcase is in front of a bicycle relative to camera. The bicycle is facing away from the camera.,['front'],front,True
A suitcase is in front of a bicycle relative to camera. The bicycle is facing right relative to the camera.,['front'],left,False
A cat is behind a bicycle relative to camera. The bicycle is facing toward the camera.,['back'],back,True
A cat is behind a bicycle relative to camera. The bicycle is facing left relative to the camera.,['back'],right,False
A cat is behind a bicycle relative to camera. The bicycle is facing away from the camera.,['back'],back,True
A cat is behind a bicycle relative to camera. The bicycle is facing right relative to the camera.,['back'],left,False
A bicycle is outside and to the right of a bus relative to the bus. The bus is facing toward the camera.,['left'],right,False
A bicycle is outside and to the right of a bus relative to the bus. The bus is facing left relative to the camera.,['back'],right,False
A bicycle is outside and to the right of a bus relative to the bus. The bus is facing away from the camera.,['right'],right,True
A bicycle is outside and to the right of a bus relative to the bus. The bus is facing right relative to the camera.,['front'],right,False
A dog is inside and on the left of a bus from my perspective. The bus is facing toward me.,['left'],left,True
A dog is inside and on the left of a bus from my perspective. The bus is facing left relative to me.,['left'],left,True
A dog is inside and on the left of a bus from my perspective. The bus is facing away from me.,['left'],right,False
A dog is inside and on the left of a bus from my perspective. The bus is facing right relative to me.,['left'],left,True
A suitcase is on the left of a horse relative to the horse. The horse is facing toward the camera.,['right'],left,False
A suitcase is on the left of a horse relative to the horse. The horse is facing left relative to the camera.,['front'],left,False
A suitcase is on the left of a horse relative to the horse. The horse is facing away from the camera.,['left'],left,True
A suitcase is on the left of a horse relative to the horse. The horse is facing right relative to the camera.,['back'],right,False
A chair is inside and back of a bus from the camera's perspective. The bus is facing toward the camera.,['back'],back,True
A chair is inside and back of a bus from the camera's perspective. The bus is facing left relative to the camera.,['back'],right,False
A chair is inside and back of a bus from the camera's perspective. The bus is facing away from the camera.,['back'],back,True
A chair is inside and back of a bus from the camera's perspective. The bus is facing right relative to the camera.,['back'],left,False
A cow is in front of a chair relative to observer. The chair is facing toward the observer.,['front'],front,True
A cow is in front of a chair relative to observer. The chair is facing left relative to the observer.,['front'],right,False
A cow is in front of a chair relative to observer. The chair is facing away from the observer.,['front'],front,True
A cow is in front of a chair relative to observer. The chair is facing right relative to the observer.,['front'],left,False
A water tank is to the right of a bench from the bench's perspective. The bench is facing toward the camera.,['left'],right,False
A water tank is to the right of a bench from the bench's perspective. The bench is facing left relative to the camera.,['back'],left,False
A water tank is to the right of a bench from the bench's perspective. The bench is facing away from the camera.,['right'],left,False
A water tank is to the right of a bench from the bench's perspective. The bench is facing right relative to the camera.,['front'],right,False
A cat is inside and at the left of a car relative to observer. The car is facing toward the observer.,['left'],left,True
A cat is inside and at the left of a car relative to observer. The car is facing left relative to the observer.,['left'],left,True
A cat is inside and at the left of a car relative to observer. The car is facing away from the observer.,['left'],right,False
A cat is inside and at the left of a car relative to observer. The car is facing right relative to the observer.,['left'],left,True
A cow is on the right of a horse relative to observer. The horse is facing toward the observer.,['right'],right,True
A cow is on the right of a horse relative to observer. The horse is facing left relative to the observer.,['right'],right,True
A cow is on the right of a horse relative to observer. The horse is facing away from the observer.,['right'],left,False
A cow is on the right of a horse relative to observer. The horse is facing right relative to the observer.,['right'],right,True
A cow is in front of a dog relative to the dog. The dog is facing toward the camera.,['front'],front,True
A cow is in front of a dog relative to the dog. The dog is facing left relative to the camera.,['left'],right,False
A cow is in front of a dog relative to the dog. The dog is facing away from the camera.,['back'],back,True
A cow is in front of a dog relative to the dog. The dog is facing right relative to the camera.,['right'],front,False
A cat is on the right of a sheep from the camera's perspective. The sheep is facing toward the camera.,['right'],right,True
A cat is on the right of a sheep from the camera's perspective. The sheep is facing left relative to the camera.,['right'],left,False
A cat is on the right of a sheep from the camera's perspective. The sheep is facing away from the camera.,['right'],right,True
A cat is on the right of a sheep from the camera's perspective. The sheep is facing right relative to the camera.,['right'],left,False
A bicycle is on the right of an umbrella.,['right'],right,True
A cow is on the left of a cat from the camera's perspective. The cat is facing toward the camera.,['left'],left,True
A cow is on the left of a cat from the camera's perspective. The cat is facing left relative to the camera.,['left'],left,True
A cow is on the left of a cat from the camera's perspective. The cat is facing away from the camera.,['left'],left,True
A cow is on the left of a cat from the camera's perspective. The cat is facing right relative to the camera.,['left'],left,True
A bag is back of a deer relative to the deer. The deer is facing toward the camera.,['back'],back,True
A bag is back of a deer relative to the deer. The deer is facing left relative to the camera.,['right'],right,True
A bag is back of a deer relative to the deer. The deer is facing away from the camera.,['front'],front,True
A bag is back of a deer relative to the deer. The deer is facing right relative to the camera.,['left'],left,True
A deer is outside and on the left of a bus relative to the bus. The bus is facing toward the camera.,['right'],left,False
A deer is outside and on the left of a bus relative to the bus. The bus is facing left relative to the camera.,['front'],left,False
A deer is outside and on the left of a bus relative to the bus. The bus is facing away from the camera.,['left'],left,True
A deer is outside and on the left of a bus relative to the bus. The bus is facing right relative to the camera.,['back'],left,False
A horse is in front of a sheep relative to the sheep. The sheep is facing toward the camera.,['front'],front,True
A horse is in front of a sheep relative to the sheep. The sheep is facing left relative to the camera.,['left'],right,False
A horse is in front of a sheep relative to the sheep. The sheep is facing away from the camera.,['back'],front,False
A horse is in front of a sheep relative to the sheep. The sheep is facing right relative to the camera.,['right'],left,False
A suitcase is in front of a bicycle from the bicycle's perspective. The bicycle is facing toward the camera.,['front'],back,False
A suitcase is in front of a bicycle from the bicycle's perspective. The bicycle is facing left relative to the camera.,['left'],right,False
A suitcase is in front of a bicycle from the bicycle's perspective. The bicycle is facing away from the camera.,['back'],back,True
A suitcase is in front of a bicycle from the bicycle's perspective. The bicycle is facing right relative to the camera.,['right'],left,False
A water tank is inside and back of a bus relative to observer. The bus is facing toward the observer.,['back'],back,True
A water tank is inside and back of a bus relative to observer. The bus is facing left relative to the observer.,['back'],right,False
A water tank is inside and back of a bus relative to observer. The bus is facing away from the observer.,['back'],back,True
A water tank is inside and back of a bus relative to observer. The bus is facing right relative to the observer.,['back'],left,False
An umbrella is inside and at front of a bus relative to the bus. The bus is facing toward the camera.,['front'],front,True
An umbrella is inside and at front of a bus relative to the bus. The bus is facing left relative to the camera.,['left'],right,False
An umbrella is inside and at front of a bus relative to the bus. The bus is facing away from the camera.,['back'],back,True
An umbrella is inside and at front of a bus relative to the bus. The bus is facing right relative to the camera.,['right'],left,False
A deer is behind a sheep from the sheep's perspective. The sheep is facing toward the camera.,['back'],back,True
A deer is behind a sheep from the sheep's perspective. The sheep is facing left relative to the camera.,['right'],right,True
A deer is behind a sheep from the sheep's perspective. The sheep is facing away from the camera.,['front'],front,True
A deer is behind a sheep from the sheep's perspective. The sheep is facing right relative to the camera.,['left'],left,True
A container is to the left of a sheep from the sheep's perspective. The sheep is facing toward the camera.,['right'],left,False
A container is to the left of a sheep from the sheep's perspective. The sheep is facing left relative to the camera.,['front'],left,False
A container is to the left of a sheep from the sheep's perspective. The sheep is facing away from the camera.,['left'],right,False
A container is to the left of a sheep from the sheep's perspective. The sheep is facing right relative to the camera.,['back'],left,False
A cat is to the right of a chair from the chair's perspective. The chair is facing toward the camera.,['left'],left,True
A cat is to the right of a chair from the chair's perspective. The chair is facing left relative to the camera.,['back'],right,False
A cat is to the right of a chair from the chair's perspective. The chair is facing away from the camera.,['right'],left,False
A cat is to the right of a chair from the chair's perspective. The chair is facing right relative to the camera.,['front'],right,False
A chicken is behind a horse relative to observer. The horse is facing toward the observer.,['back'],back,True
A chicken is behind a horse relative to observer. The horse is facing left relative to the observer.,['back'],right,False
A chicken is behind a horse relative to observer. The horse is facing away from the observer.,['back'],back,True
A chicken is behind a horse relative to observer. The horse is facing right relative to the observer.,['back'],left,False
A box is outside and to the right of a car from the camera angle. The car is facing toward the camera.,['right'],left,False
A box is outside and to the right of a car from the camera angle. The car is facing left relative to the camera.,['right'],right,True
A box is outside and to the right of a car from the camera angle. The car is facing away from the camera.,['right'],right,True
A box is outside and to the right of a car from the camera angle. The car is facing right relative to the camera.,['right'],right,True
An umbrella is in front of a bench from the bench's perspective. The bench is facing toward the camera.,['front'],front,True
An umbrella is in front of a bench from the bench's perspective. The bench is facing left relative to the camera.,['left'],right,False
An umbrella is in front of a bench from the bench's perspective. The bench is facing away from the camera.,['back'],front,False
An umbrella is in front of a bench from the bench's perspective. The bench is facing right relative to the camera.,['right'],left,False
A sheep is in front of a bench from my perspective. The bench is facing toward me.,['front'],front,True
A sheep is in front of a bench from my perspective. The bench is facing left relative to me.,['front'],right,False
A sheep is in front of a bench from my perspective. The bench is facing away from me.,['front'],front,True
A sheep is in front of a bench from my perspective. The bench is facing right relative to me.,['front'],left,False
A container is to the left of a sheep from my perspective. The sheep is facing toward me.,['left'],right,False
A container is to the left of a sheep from my perspective. The sheep is facing left relative to me.,['left'],right,False
A container is to the left of a sheep from my perspective. The sheep is facing away from me.,['left'],right,False
A container is to the left of a sheep from my perspective. The sheep is facing right relative to me.,['left'],right,False
A cow is behind a bench relative to the bench. The bench is facing toward the camera.,['back'],back,True
A cow is behind a bench relative to the bench. The bench is facing left relative to the camera.,['right'],right,True
A cow is behind a bench relative to the bench. The bench is facing away from the camera.,['front'],back,False
A cow is behind a bench relative to the bench. The bench is facing right relative to the camera.,['left'],left,True
A container is on the right of a sheep relative to the sheep. The sheep is facing toward the camera.,['left'],right,False
A container is on the right of a sheep relative to the sheep. The sheep is facing left relative to the camera.,['back'],right,False
A container is on the right of a sheep relative to the sheep. The sheep is facing away from the camera.,['right'],left,False
A container is on the right of a sheep relative to the sheep. The sheep is facing right relative to the camera.,['front'],left,False
A bus is on the right of a cat from my perspective. The cat is facing toward me.,['right'],right,True
A bus is on the right of a cat from my perspective. The cat is facing left relative to me.,['right'],left,False
A bus is on the right of a cat from my perspective. The cat is facing away from me.,['right'],left,False
A bus is on the right of a cat from my perspective. The cat is facing right relative to me.,['right'],left,False
A sheep is on the left of a tree.,['left'],left,True
A cat is in front of a fire hydrant.,['front'],front,True
A bag is outside and on the left of a car from the car's perspective. The car is facing toward the camera.,['right'],left,False
A bag is outside and on the left of a car from the car's perspective. The car is facing left relative to the camera.,['front'],right,False
A bag is outside and on the left of a car from the car's perspective. The car is facing away from the camera.,['left'],right,False
A bag is outside and on the left of a car from the car's perspective. The car is facing right relative to the camera.,['back'],left,False
A fire hydrant is inside and on the left of a bus from the bus's perspective. The bus is facing toward the camera.,['right'],left,False
A fire hydrant is inside and on the left of a bus from the bus's perspective. The bus is facing left relative to the camera.,['front'],right,False
A fire hydrant is inside and on the left of a bus from the bus's perspective. The bus is facing away from the camera.,['left'],left,True
A fire hydrant is inside and on the left of a bus from the bus's perspective. The bus is facing right relative to the camera.,['back'],left,False
A bench is behind a horse from the horse's perspective. The horse is facing toward the camera.,['back'],front,False
A bench is behind a horse from the horse's perspective. The horse is facing left relative to the camera.,['right'],right,True
A bench is behind a horse from the horse's perspective. The horse is facing away from the camera.,['front'],back,False
A bench is behind a horse from the horse's perspective. The horse is facing right relative to the camera.,['left'],left,True
A cat is back of a chicken from the chicken's perspective. The chicken is facing toward the camera.,['back'],back,True
A cat is back of a chicken from the chicken's perspective. The chicken is facing left relative to the camera.,['right'],right,True
A cat is back of a chicken from the chicken's perspective. The chicken is facing away from the camera.,['front'],back,False
A cat is back of a chicken from the chicken's perspective. The chicken is facing right relative to the camera.,['left'],left,True
A chicken is outside and on the left of a car from the car's perspective. The car is facing toward the camera.,['right'],right,True
A chicken is outside and on the left of a car from the car's perspective. The car is facing left relative to the camera.,['front'],right,False
A chicken is outside and on the left of a car from the car's perspective. The car is facing away from the camera.,['left'],right,False
A chicken is outside and on the left of a car from the car's perspective. The car is facing right relative to the camera.,['back'],left,False
A cow is to the right of a bench from the bench's perspective. The bench is facing toward the camera.,['left'],right,False
A cow is to the right of a bench from the bench's perspective. The bench is facing left relative to the camera.,['back'],left,False
A cow is to the right of a bench from the bench's perspective. The bench is facing away from the camera.,['right'],left,False
A cow is to the right of a bench from the bench's perspective. The bench is facing right relative to the camera.,['front'],right,False
A car is on the right of a box.,['right'],right,True
A cat is inside and at front of a bus from the bus's perspective. The bus is facing toward the camera.,['front'],front,True
A cat is inside and at front of a bus from the bus's perspective. The bus is facing left relative to the camera.,['left'],left,True
A cat is inside and at front of a bus from the bus's perspective. The bus is facing away from the camera.,['back'],back,True
A cat is inside and at front of a bus from the bus's perspective. The bus is facing right relative to the camera.,['right'],right,True
A chicken is behind a dog from the dog's perspective. The dog is facing toward the camera.,['back'],back,True
A chicken is behind a dog from the dog's perspective. The dog is facing left relative to the camera.,['right'],right,True
A chicken is behind a dog from the dog's perspective. The dog is facing away from the camera.,['front'],back,False
A chicken is behind a dog from the dog's perspective. The dog is facing right relative to the camera.,['left'],left,True
A box is in front of a deer from my point of view. The deer is facing toward me.,['front'],back,False
A box is in front of a deer from my point of view. The deer is facing left relative to me.,['front'],right,False
