id,gold_answers,predicted_answer,correct
FRCLTEXT001392_left,front,right,False
FRCLTEXT001392_back,front,front,True
FRCLTEXT001392_right,front,front,True
FRCLTEXT001393_front,left,right,False
FRCLTEXT001393_left,back,right,False
FRCLTEXT001393_back,right,front,False
FRCLTEXT001393_right,front,right,False
FRCLTEXT001394,front,front,True
FRCLTEXT001395,right,right,True
FRCLTEXT001396,back,back,True
FRCLTEXT001397,left,left,True
FRCLTEXT001398_front,front,front,True
FRCLTEXT001398_left,left,left,True
FRCLTEXT001398_back,back,back,True
FRCLTEXT001398_right,right,left,False
FRCLTEXT001399_front,front,front,True
FRCLTEXT001399_left,front,left,False
FRCLTEXT001399_back,front,back,False
FRCLTEXT001399_right,front,left,False
FRCLTEXT001400_front,back,back,True
FRCLTEXT001400_left,right,right,True
FRCLTEXT001400_back,front,front,True
FRCLTEXT001400_right,left,left,True
FRCLTEXT001401_front,front,front,True
FRCLTEXT001401_left,left,right,False
FRCLTEXT001401_back,back,back,True
FRCLTEXT001401_right,right,left,False
FRCLTEXT001402_front,left,right,False
FRCLTEXT001402_left,back,left,False
FRCLTEXT001402_back,right,left,False
FRCLTEXT001402_right,front,right,False
FRCLTEXT001403,right,right,True
FRCLTEXT001404,front,front,True
FRCLTEXT001405_front,left,right,False
FRCLTEXT001405_left,back,right,False
FRCLTEXT001405_back,right,left,False
FRCLTEXT001405_right,front,right,False
FRCLTEXT001406_front,back,back,True
FRCLTEXT001406_left,back,right,False
FRCLTEXT001406_back,back,front,False
FRCLTEXT001406_right,back,left,False
FRCLTEXT001407_front,right,right,True
FRCLTEXT001407_left,right,back,False
FRCLTEXT001407_back,right,back,False
FRCLTEXT001407_right,right,back,False
FRCLTEXT001408_front,left,right,False
FRCLTEXT001408_left,back,right,False
FRCLTEXT001408_back,right,left,False
FRCLTEXT001408_right,front,right,False
FRCLTEXT001409_front,right,right,True
FRCLTEXT001409_left,right,right,True
FRCLTEXT001409_back,right,back,False
FRCLTEXT001409_right,right,front,False
FRCLTEXT001410,back,back,True
FRCLTEXT001411_front,right,right,True
FRCLTEXT001411_left,right,right,True
FRCLTEXT001411_back,right,right,True
FRCLTEXT001411_right,right,front,False
FRCLTEXT001412_front,right,left,False
FRCLTEXT001412_left,front,front,True
FRCLTEXT001412_back,left,right,False
FRCLTEXT001412_right,back,front,False
FRCLTEXT001413,right,right,True
FRCLTEXT001414_front,front,front,True
FRCLTEXT001414_left,front,left,False
FRCLTEXT001414_back,front,back,False
FRCLTEXT001414_right,front,left,False
FRCLTEXT001415_front,right,right,True
FRCLTEXT001415_left,right,right,True
FRCLTEXT001415_back,right,back,False
FRCLTEXT001415_right,right,front,False
FRCLTEXT001416,back,back,True
FRCLTEXT001417,left,left,True
FRCLTEXT001418_front,left,left,True
FRCLTEXT001418_left,left,front,False
FRCLTEXT001418_back,left,left,True
FRCLTEXT001418_right,left,left,True
FRCLTEXT001419,front,front,True
FRCLTEXT001420,left,right,False
FRCLTEXT001421_front,right,left,False
FRCLTEXT001421_left,front,front,True
FRCLTEXT001421_back,left,right,False
FRCLTEXT001421_right,back,left,False
FRCLTEXT001422,left,left,True
FRCLTEXT001423_front,back,back,True
FRCLTEXT001423_left,right,right,True
FRCLTEXT001423_back,front,front,True
FRCLTEXT001423_right,left,left,True
FRCLTEXT001424,left,left,True
FRCLTEXT001425_front,back,back,True
FRCLTEXT001425_left,back,right,False
FRCLTEXT001425_back,back,front,False
FRCLTEXT001425_right,back,back,True
FRCLTEXT001426,right,right,True
FRCLTEXT001427_front,left,right,False
FRCLTEXT001427_left,back,right,False
FRCLTEXT001427_back,right,left,False
FRCLTEXT001427_right,front,right,False
FRCLTEXT001428_front,front,front,True
FRCLTEXT001428_left,front,left,False
FRCLTEXT001428_back,front,back,False
FRCLTEXT001428_right,front,front,True
FRCLTEXT001429_front,left,left,True
FRCLTEXT001429_left,left,front,False
FRCLTEXT001429_back,left,left,True
FRCLTEXT001429_right,left,left,True
FRCLTEXT001430,front,front,True
FRCLTEXT001431,right,right,True
FRCLTEXT001432_front,back,back,True
FRCLTEXT001432_left,right,right,True
FRCLTEXT001432_back,front,front,True
FRCLTEXT001432_right,left,left,True
FRCLTEXT001433,front,front,True
FRCLTEXT001434_front,front,front,True
FRCLTEXT001434_left,left,right,False
FRCLTEXT001434_back,back,back,True
FRCLTEXT001434_right,right,left,False
FRCLTEXT001435_front,left,left,True
FRCLTEXT001435_left,left,front,False
FRCLTEXT001435_back,left,left,True
FRCLTEXT001435_right,left,left,True
FRCLTEXT001436,left,left,True
FRCLTEXT001437_front,back,back,True
FRCLTEXT001437_left,back,right,False
FRCLTEXT001437_back,back,front,False
FRCLTEXT001437_right,back,left,False
FRCLTEXT001438_front,front,front,True
FRCLTEXT001438_left,front,right,False
FRCLTEXT001438_back,front,back,False
FRCLTEXT001438_right,front,left,False
FRCLTEXT001439,right,right,True
FRCLTEXT001440_front,front,back,False
FRCLTEXT001440_left,left,left,True
FRCLTEXT001440_back,back,back,True
FRCLTEXT001440_right,right,left,False
FRCLTEXT001441_front,back,back,True
FRCLTEXT001441_left,back,right,False
FRCLTEXT001441_back,back,front,False
FRCLTEXT001441_right,back,left,False
FRCLTEXT001442_front,right,right,True
FRCLTEXT001442_left,right,right,True
FRCLTEXT001442_back,right,back,False
FRCLTEXT001442_right,right,back,False
FRCLTEXT001443_front,back,back,True
FRCLTEXT001443_left,right,right,True
FRCLTEXT001443_back,front,front,True
FRCLTEXT001443_right,left,left,True
FRCLTEXT001444_front,left,left,True
FRCLTEXT001444_left,left,front,False
FRCLTEXT001444_back,left,right,False
FRCLTEXT001444_right,left,left,True
FRCLTEXT001445_front,front,front,True
FRCLTEXT001445_left,front,front,True
FRCLTEXT001445_back,front,back,False
FRCLTEXT001445_right,front,front,True
FRCLTEXT001446_front,right,left,False
FRCLTEXT001446_left,front,front,True
FRCLTEXT001446_back,left,right,False
FRCLTEXT001446_right,back,left,False
FRCLTEXT001447,back,back,True
FRCLTEXT001448,right,right,True
FRCLTEXT001449,front,front,True
FRCLTEXT001450_front,front,front,True
FRCLTEXT001450_left,left,right,False
FRCLTEXT001450_back,back,back,True
FRCLTEXT001450_right,right,left,False
FRCLTEXT001451_front,front,front,True
FRCLTEXT001451_left,left,right,False
FRCLTEXT001451_back,back,back,True
FRCLTEXT001451_right,right,left,False
FRCLTEXT001452_front,front,front,True
FRCLTEXT001452_left,left,left,True
FRCLTEXT001452_back,back,back,True
FRCLTEXT001452_right,right,left,False
FRCLTEXT001453,right,right,True
FRCLTEXT001454_front,left,left,True
FRCLTEXT001454_left,left,front,False
FRCLTEXT001454_back,left,left,True
FRCLTEXT001454_right,left,left,True
FRCLTEXT001455_front,front,front,True
FRCLTEXT001455_left,left,left,True
FRCLTEXT001455_back,back,back,True
FRCLTEXT001455_right,right,left,False
FRCLTEXT001456_front,back,back,True
FRCLTEXT001456_left,back,right,False
FRCLTEXT001456_back,back,back,True
FRCLTEXT001456_right,back,left,False
FRCLTEXT001457_front,right,right,True
FRCLTEXT001457_left,right,right,True
FRCLTEXT001457_back,right,right,True
FRCLTEXT001457_right,right,front,False
FRCLTEXT001458,right,right,True
FRCLTEXT001459,back,back,True
FRCLTEXT001460_front,back,back,True
FRCLTEXT001460_left,right,right,True
FRCLTEXT001460_back,front,front,True
FRCLTEXT001460_right,left,left,True
FRCLTEXT001461_front,left,right,False
FRCLTEXT001461_left,back,right,False
FRCLTEXT001461_back,right,front,False
FRCLTEXT001461_right,front,right,False
FRCLTEXT001462_front,left,right,False
FRCLTEXT001462_left,back,right,False
FRCLTEXT001462_back,right,left,False
FRCLTEXT001462_right,front,right,False
FRCLTEXT001463_front,right,left,False
FRCLTEXT001463_left,front,front,True
FRCLTEXT001463_back,left,right,False
FRCLTEXT001463_right,back,left,False
FRCLTEXT001464,front,front,True
FRCLTEXT001465_front,right,left,False
FRCLTEXT001465_left,front,front,True
FRCLTEXT001465_back,left,front,False
FRCLTEXT001465_right,back,left,False
FRCLTEXT001466,back,back,True
FRCLTEXT001467_front,right,left,False
FRCLTEXT001467_left,front,front,True
FRCLTEXT001467_back,left,right,False
FRCLTEXT001467_right,back,left,False
FRCLTEXT001468_front,front,front,True
FRCLTEXT001468_left,left,right,False
FRCLTEXT001468_back,back,back,True
FRCLTEXT001468_right,right,left,False
FRCLTEXT001469_front,front,front,True
FRCLTEXT001469_left,left,right,False
FRCLTEXT001469_back,back,back,True
FRCLTEXT001469_right,right,left,False
FRCLTEXT001470_front,front,front,True
FRCLTEXT001470_left,front,right,False
FRCLTEXT001470_back,front,front,True
FRCLTEXT001470_right,front,front,True
FRCLTEXT001471_front,front,front,True
FRCLTEXT001471_left,left,right,False
FRCLTEXT001471_back,back,back,True
FRCLTEXT001471_right,right,left,False
FRCLTEXT001472_front,front,front,True
FRCLTEXT001472_left,left,right,False
FRCLTEXT001472_back,back,back,True
FRCLTEXT001472_right,right,left,False
FRCLTEXT001473_front,left,right,False
FRCLTEXT001473_left,back,right,False
FRCLTEXT001473_back,right,left,False
FRCLTEXT001473_right,front,right,False
FRCLTEXT001474_front,front,front,True
FRCLTEXT001474_left,front,left,False
FRCLTEXT001474_back,front,back,False
FRCLTEXT001474_right,front,front,True
FRCLTEXT001475,back,back,True
FRCLTEXT001476,right,right,True
FRCLTEXT001477_front,back,back,True
FRCLTEXT001477_left,back,back,True
FRCLTEXT001477_back,back,back,True
FRCLTEXT001477_right,back,left,False
FRCLTEXT001478_front,left,right,False
FRCLTEXT001478_left,back,right,False
FRCLTEXT001478_back,right,left,False
FRCLTEXT001478_right,front,right,False
FRCLTEXT001479_front,front,front,True
FRCLTEXT001479_left,left,right,False
FRCLTEXT001479_back,back,back,True
FRCLTEXT001479_right,right,left,False
FRCLTEXT001480,front,front,True
FRCLTEXT001481_front,left,right,False
FRCLTEXT001481_left,back,left,False
FRCLTEXT001481_back,right,left,False
FRCLTEXT001481_right,front,right,False
FRCLTEXT001482_front,right,left,False
FRCLTEXT001482_left,front,left,False
FRCLTEXT001482_back,left,right,False
FRCLTEXT001482_right,back,left,False
FRCLTEXT001483,right,right,True
FRCLTEXT001484_front,right,left,False
FRCLTEXT001484_left,front,left,False
FRCLTEXT001484_back,left,right,False
FRCLTEXT001484_right,back,left,False
FRCLTEXT001485,front,right,False
FRCLTEXT001486_front,right,right,True
FRCLTEXT001486_left,right,left,False
FRCLTEXT001486_back,right,right,True
FRCLTEXT001486_right,right,front,False
FRCLTEXT001487_front,left,left,True
FRCLTEXT001487_left,left,front,False
FRCLTEXT001487_back,left,right,False
FRCLTEXT001487_right,left,left,True
FRCLTEXT001488,left,left,True
FRCLTEXT001489_front,back,back,True
FRCLTEXT001489_left,back,right,False
FRCLTEXT001489_back,back,front,False
FRCLTEXT001489_right,back,left,False
FRCLTEXT001490,left,left,True
FRCLTEXT001491_front,right,left,False
FRCLTEXT001491_left,front,front,True
FRCLTEXT001491_back,left,right,False
FRCLTEXT001491_right,back,left,False
FRCLTEXT001492_front,back,back,True
FRCLTEXT001492_left,back,back,True
FRCLTEXT001492_back,back,front,False
FRCLTEXT001492_right,back,left,False
FRCLTEXT001493_front,right,right,True
FRCLTEXT001493_left,right,right,True
FRCLTEXT001493_back,right,right,True
FRCLTEXT001493_right,right,front,False
FRCLTEXT001494_front,back,back,True
FRCLTEXT001494_left,back,back,True
FRCLTEXT001494_back,back,front,False
FRCLTEXT001494_right,back,back,True
FRCLTEXT001495,left,left,True
FRCLTEXT001496_front,back,back,True
FRCLTEXT001496_left,right,right,True
FRCLTEXT001496_back,front,front,True
FRCLTEXT001496_right,left,left,True
FRCLTEXT001497_front,left,left,True
FRCLTEXT001497_left,left,front,False
FRCLTEXT001497_back,left,left,True
FRCLTEXT001497_right,left,left,True
FRCLTEXT001498_front,right,left,False
FRCLTEXT001498_left,front,front,True
FRCLTEXT001498_back,left,right,False
FRCLTEXT001498_right,back,left,False
FRCLTEXT001499,right,right,True
FRCLTEXT001500_front,front,front,True
FRCLTEXT001500_left,front,right,False
FRCLTEXT001500_back,front,back,False
FRCLTEXT001500_right,front,front,True
FRCLTEXT001501_front,front,front,True
FRCLTEXT001501_left,front,front,True
FRCLTEXT001501_back,front,back,False
FRCLTEXT001501_right,front,front,True
FRCLTEXT001502_front,back,back,True
FRCLTEXT001502_left,back,back,True
FRCLTEXT001502_back,back,front,False
FRCLTEXT001502_right,back,left,False
FRCLTEXT001503,right,right,True
FRCLTEXT001504_front,back,back,True
FRCLTEXT001504_left,back,right,False
FRCLTEXT001504_back,back,front,False
FRCLTEXT001504_right,back,left,False
FRCLTEXT001505_front,right,left,False
FRCLTEXT001505_left,front,left,False
FRCLTEXT001505_back,left,right,False
FRCLTEXT001505_right,back,left,False
FRCLTEXT001506_front,front,front,True
FRCLTEXT001506_left,left,left,True
FRCLTEXT001506_back,back,back,True
FRCLTEXT001506_right,right,left,False
FRCLTEXT001507,left,right,False
FRCLTEXT001508_front,right,left,False
FRCLTEXT001508_left,front,left,False
FRCLTEXT001508_back,left,front,False
FRCLTEXT001508_right,back,left,False
FRCLTEXT001509_front,front,front,True
FRCLTEXT001509_left,front,right,False
FRCLTEXT001509_back,front,back,False
FRCLTEXT001509_right,front,front,True
FRCLTEXT001510,front,front,True
FRCLTEXT001511,back,back,True
FRCLTEXT001512_front,right,right,True
FRCLTEXT001512_left,right,right,True
FRCLTEXT001512_back,right,right,True
FRCLTEXT001512_right,right,front,False
FRCLTEXT001513_front,left,left,True
FRCLTEXT001513_left,left,front,False
FRCLTEXT001513_back,left,right,False
FRCLTEXT001513_right,left,back,False
FRCLTEXT001514,right,right,True
FRCLTEXT001515_front,front,front,True
FRCLTEXT001515_left,front,right,False
FRCLTEXT001515_back,front,back,False
FRCLTEXT001515_right,front,right,False
FRCLTEXT001516_front,right,left,False
FRCLTEXT001516_left,front,front,True
FRCLTEXT001516_back,left,right,False
FRCLTEXT001516_right,back,left,False
FRCLTEXT001517,front,front,True
FRCLTEXT001518,front,front,True
FRCLTEXT001519_front,front,front,True
FRCLTEXT001519_left,front,front,True
FRCLTEXT001519_back,front,back,False
FRCLTEXT001519_right,front,front,True
FRCLTEXT001520_front,front,front,True
FRCLTEXT001520_left,front,front,True
FRCLTEXT001520_back,front,back,False
FRCLTEXT001520_right,front,front,True
FRCLTEXT001521,front,front,True
FRCLTEXT001522_front,right,left,False
FRCLTEXT001522_left,front,front,True
FRCLTEXT001522_back,left,right,False
FRCLTEXT001522_right,back,left,False
FRCLTEXT001523_front,back,back,True
FRCLTEXT001523_left,right,right,True
FRCLTEXT001523_back,front,front,True
FRCLTEXT001523_right,left,left,True
FRCLTEXT001524,back,back,True
FRCLTEXT001525_front,front,front,True
FRCLTEXT001525_left,front,right,False
FRCLTEXT001525_back,front,back,False
FRCLTEXT001525_right,front,left,False
FRCLTEXT001526,left,left,True
FRCLTEXT001527,right,right,True
FRCLTEXT001528_front,left,right,False
FRCLTEXT001528_left,back,right,False
FRCLTEXT001528_back,right,left,False
FRCLTEXT001528_right,front,right,False
FRCLTEXT001529_front,right,left,False
FRCLTEXT001529_left,front,left,False
FRCLTEXT001529_back,left,right,False
FRCLTEXT001529_right,back,left,False
FRCLTEXT001530,front,front,True
FRCLTEXT001531_front,front,front,True
FRCLTEXT001531_left,left,right,False
FRCLTEXT001531_back,back,back,True
FRCLTEXT001531_right,right,left,False
FRCLTEXT001532,right,right,True
FRCLTEXT001533_front,back,back,True
FRCLTEXT001533_left,back,back,True
FRCLTEXT001533_back,back,front,False
FRCLTEXT001533_right,back,left,False
FRCLTEXT001534_front,front,front,True
FRCLTEXT001534_left,left,left,True
FRCLTEXT001534_back,back,back,True
FRCLTEXT001534_right,right,left,False
FRCLTEXT001535_front,right,left,False
FRCLTEXT001535_left,front,front,True
FRCLTEXT001535_back,left,right,False
FRCLTEXT001535_right,back,left,False
FRCLTEXT001536_front,right,left,False
FRCLTEXT001536_left,front,left,False
FRCLTEXT001536_back,left,right,False
FRCLTEXT001536_right,back,left,False
FRCLTEXT001537_front,back,back,True
FRCLTEXT001537_left,right,right,True
FRCLTEXT001537_back,front,back,False
FRCLTEXT001537_right,left,left,True
FRCLTEXT001538_front,left,right,False
FRCLTEXT001538_left,back,right,False
FRCLTEXT001538_back,right,left,False
FRCLTEXT001538_right,front,right,False
FRCLTEXT001539_front,front,front,True
FRCLTEXT001539_left,left,right,False
FRCLTEXT001539_back,back,back,True
FRCLTEXT001539_right,right,left,False
FRCLTEXT001540_front,left,left,True
FRCLTEXT001540_left,left,front,False
FRCLTEXT001540_back,left,right,False
FRCLTEXT001540_right,left,left,True
FRCLTEXT001541_front,right,left,False
FRCLTEXT001541_left,front,front,True
FRCLTEXT001541_back,left,right,False
FRCLTEXT001541_right,back,left,False
FRCLTEXT001542_front,front,front,True
FRCLTEXT001542_left,front,front,True
FRCLTEXT001542_back,front,back,False
FRCLTEXT001542_right,front,right,False
FRCLTEXT001543_front,front,front,True
FRCLTEXT001543_left,left,right,False
FRCLTEXT001543_back,back,back,True
FRCLTEXT001543_right,right,left,False
FRCLTEXT001544_front,front,front,True
FRCLTEXT001544_left,front,left,False
FRCLTEXT001544_back,front,back,False
FRCLTEXT001544_right,front,right,False
FRCLTEXT001545_front,back,back,True
FRCLTEXT001545_left,back,right,False
FRCLTEXT001545_back,back,back,True
FRCLTEXT001545_right,back,back,True
FRCLTEXT001546_front,right,left,False
FRCLTEXT001546_left,front,front,True
FRCLTEXT001546_back,left,front,False
FRCLTEXT001546_right,back,left,False
FRCLTEXT001547_front,right,left,False
FRCLTEXT001547_left,front,front,True
FRCLTEXT001547_back,left,right,False
FRCLTEXT001547_right,back,left,False
FRCLTEXT001548_front,right,right,True
FRCLTEXT001548_left,right,right,True
FRCLTEXT001548_back,right,right,True
FRCLTEXT001548_right,right,back,False
FRCLTEXT001549,left,left,True
FRCLTEXT001550_front,back,back,True
FRCLTEXT001550_left,back,right,False
FRCLTEXT001550_back,back,front,False
FRCLTEXT001550_right,back,left,False
FRCLTEXT001551_front,back,back,True
FRCLTEXT001551_left,right,right,True
FRCLTEXT001551_back,front,front,True
FRCLTEXT001551_right,left,left,True
FRCLTEXT001552_front,right,right,True
FRCLTEXT001552_left,right,right,True
FRCLTEXT001552_back,right,front,False
FRCLTEXT001552_right,right,front,False
FRCLTEXT001553,front,front,True
FRCLTEXT001554_front,right,left,False
FRCLTEXT001554_left,front,front,True
FRCLTEXT001554_back,left,right,False
FRCLTEXT001554_right,back,left,False
FRCLTEXT001555_front,left,right,False
FRCLTEXT001555_left,back,right,False
FRCLTEXT001555_back,right,front,False
FRCLTEXT001555_right,front,right,False
FRCLTEXT001556_front,front,front,True
FRCLTEXT001556_left,left,right,False
FRCLTEXT001556_back,back,back,True
FRCLTEXT001556_right,right,left,False
FRCLTEXT001557_front,left,left,True
FRCLTEXT001557_left,left,front,False
FRCLTEXT001557_back,left,left,True
FRCLTEXT001557_right,left,left,True
FRCLTEXT001558_front,left,left,True
FRCLTEXT001558_left,left,front,False
FRCLTEXT001558_back,left,left,True
FRCLTEXT001558_right,left,left,True
FRCLTEXT001559,right,right,True
FRCLTEXT001560_front,right,right,True
FRCLTEXT001560_left,right,back,False
FRCLTEXT001560_back,right,left,False
FRCLTEXT001560_right,right,back,False
FRCLTEXT001561,front,front,True
FRCLTEXT001562_front,left,right,False
FRCLTEXT001562_left,back,right,False
FRCLTEXT001562_back,right,left,False
FRCLTEXT001562_right,front,right,False
FRCLTEXT001563_front,back,back,True
FRCLTEXT001563_left,right,right,True
FRCLTEXT001563_back,front,front,True
FRCLTEXT001563_right,left,left,True
FRCLTEXT001564_front,right,left,False
FRCLTEXT001564_left,front,left,False
FRCLTEXT001564_back,left,right,False
FRCLTEXT001564_right,back,left,False
FRCLTEXT001565,right,right,True
FRCLTEXT001566_front,back,back,True
FRCLTEXT001566_left,right,right,True
FRCLTEXT001566_back,front,front,True
FRCLTEXT001566_right,left,left,True
FRCLTEXT001567_front,left,left,True
FRCLTEXT001567_left,left,front,False
FRCLTEXT001567_back,left,left,True
FRCLTEXT001567_right,left,back,False
FRCLTEXT001568_front,left,right,False
FRCLTEXT001568_left,back,left,False
FRCLTEXT001568_back,right,left,False
FRCLTEXT001568_right,front,front,True
FRCLTEXT001569_front,right,right,True
FRCLTEXT001569_left,right,right,True
FRCLTEXT001569_back,right,right,True
FRCLTEXT001569_right,right,front,False
FRCLTEXT001570,back,back,True
FRCLTEXT001571,front,front,True
FRCLTEXT001572_front,front,front,True
FRCLTEXT001572_left,left,right,False
FRCLTEXT001572_back,back,back,True
FRCLTEXT001572_right,right,left,False
FRCLTEXT001573,front,back,False
FRCLTEXT001574_front,right,right,True
FRCLTEXT001574_left,right,back,False
FRCLTEXT001574_back,right,right,True
FRCLTEXT001574_right,right,right,True
FRCLTEXT001575_front,left,right,False
FRCLTEXT001575_left,back,right,False
FRCLTEXT001575_back,right,left,False
FRCLTEXT001575_right,front,front,True
FRCLTEXT001576_front,right,left,False
FRCLTEXT001576_left,front,right,False
FRCLTEXT001576_back,left,right,False
FRCLTEXT001576_right,back,left,False
FRCLTEXT001577_front,back,back,True
FRCLTEXT001577_left,back,back,True
FRCLTEXT001577_back,back,front,False
FRCLTEXT001577_right,back,left,False
FRCLTEXT001578_front,right,right,True
FRCLTEXT001578_left,right,back,False
FRCLTEXT001578_back,right,back,False
FRCLTEXT001578_right,right,front,False
FRCLTEXT001579,front,front,True
FRCLTEXT001580_front,right,right,True
FRCLTEXT001580_left,right,right,True
FRCLTEXT001580_back,right,right,True
FRCLTEXT001580_right,right,front,False
FRCLTEXT001581,back,back,True
FRCLTEXT001582,right,right,True
FRCLTEXT001583_front,right,right,True
FRCLTEXT001583_left,right,back,False
FRCLTEXT001583_back,right,right,True
FRCLTEXT001583_right,right,front,False
FRCLTEXT001584,back,back,True
FRCLTEXT001585,right,right,True
FRCLTEXT001586_front,right,right,True
FRCLTEXT001586_left,right,back,False
FRCLTEXT001586_back,right,right,True
FRCLTEXT001586_right,right,back,False
FRCLTEXT001587_front,back,back,True
FRCLTEXT001587_left,back,right,False
FRCLTEXT001587_back,back,front,False
FRCLTEXT001587_right,back,left,False
FRCLTEXT001588_front,left,left,True
FRCLTEXT001588_left,left,front,False
FRCLTEXT001588_back,left,right,False
FRCLTEXT001588_right,left,left,True
FRCLTEXT001589_front,front,front,True
FRCLTEXT001589_left,front,right,False
FRCLTEXT001589_back,front,back,False
FRCLTEXT001589_right,front,left,False
FRCLTEXT001590,left,left,True
FRCLTEXT001591_front,left,left,True
FRCLTEXT001591_left,left,front,False
FRCLTEXT001591_back,left,left,True
FRCLTEXT001591_right,left,left,True
FRCLTEXT001592_front,right,left,False
FRCLTEXT001592_left,front,left,False
FRCLTEXT001592_back,left,front,False
FRCLTEXT001592_right,back,left,False
FRCLTEXT001593,back,back,True
FRCLTEXT001594_front,right,left,False
FRCLTEXT001594_left,front,left,False
FRCLTEXT001594_back,left,right,False
FRCLTEXT001594_right,back,left,False
FRCLTEXT001595_front,left,right,False
FRCLTEXT001595_left,back,right,False
FRCLTEXT001595_back,right,left,False
FRCLTEXT001595_right,front,right,False
FRCLTEXT001596,front,front,True
FRCLTEXT001597_front,right,right,True
FRCLTEXT001597_left,right,right,True
FRCLTEXT001597_back,right,back,False
FRCLTEXT001597_right,right,right,True
FRCLTEXT001598,back,back,True
FRCLTEXT001599_front,front,front,True
FRCLTEXT001599_left,left,right,False
FRCLTEXT001599_back,back,back,True
FRCLTEXT001599_right,right,left,False
FRCLTEXT001600_front,front,front,True
FRCLTEXT001600_left,left,right,False
FRCLTEXT001600_back,back,back,True
FRCLTEXT001600_right,right,left,False
FRCLTEXT001601_front,right,right,True
FRCLTEXT001601_left,right,right,True
FRCLTEXT001601_back,right,back,False
FRCLTEXT001601_right,right,front,False
FRCLTEXT001602_front,back,back,True
FRCLTEXT001602_left,right,right,True
FRCLTEXT001602_back,front,front,True
FRCLTEXT001602_right,left,left,True
FRCLTEXT001603_front,left,right,False
FRCLTEXT001603_left,back,right,False
FRCLTEXT001603_back,right,left,False
FRCLTEXT001603_right,front,right,False
FRCLTEXT001604_front,back,back,True
FRCLTEXT001604_left,back,right,False
FRCLTEXT001604_back,back,back,True
FRCLTEXT001604_right,back,back,True
FRCLTEXT001605,right,right,True
FRCLTEXT001606_front,left,left,True
FRCLTEXT001606_left,left,front,False
FRCLTEXT001606_back,left,right,False
FRCLTEXT001606_right,left,left,True
FRCLTEXT001607,right,right,True
FRCLTEXT001608_front,front,front,True
FRCLTEXT001608_left,left,right,False
FRCLTEXT001608_back,back,back,True
FRCLTEXT001608_right,right,left,False
FRCLTEXT001609_front,front,front,True
FRCLTEXT001609_left,left,left,True
FRCLTEXT001609_back,back,back,True
FRCLTEXT001609_right,right,left,False
FRCLTEXT001610,left,left,True
FRCLTEXT001611,right,right,True
FRCLTEXT001612,left,left,True
FRCLTEXT001613_front,left,right,False
FRCLTEXT001613_left,back,right,False
FRCLTEXT001613_back,right,left,False
FRCLTEXT001613_right,front,right,False
FRCLTEXT001614_front,left,left,True
FRCLTEXT001614_left,left,right,False
FRCLTEXT001614_back,left,left,True
FRCLTEXT001614_right,left,left,True
FRCLTEXT001615,front,front,True
FRCLTEXT001616_front,left,left,True
FRCLTEXT001616_left,left,front,False
FRCLTEXT001616_back,left,right,False
FRCLTEXT001616_right,left,left,True
FRCLTEXT001617_front,left,right,False
FRCLTEXT001617_left,back,right,False
FRCLTEXT001617_back,right,front,False
FRCLTEXT001617_right,front,right,False
FRCLTEXT001618_front,back,back,True
FRCLTEXT001618_left,back,back,True
FRCLTEXT001618_back,back,front,False
FRCLTEXT001618_right,back,left,False
FRCLTEXT001619,front,front,True
FRCLTEXT001620_front,back,back,True
FRCLTEXT001620_left,right,right,True
FRCLTEXT001620_back,front,front,True
FRCLTEXT001620_right,left,left,True
FRCLTEXT001621_front,left,left,True
FRCLTEXT001621_left,left,front,False
FRCLTEXT001621_back,left,right,False
FRCLTEXT001621_right,left,left,True
FRCLTEXT001622_front,back,back,True
FRCLTEXT001622_left,back,right,False
FRCLTEXT001622_back,back,front,False
FRCLTEXT001622_right,back,left,False
FRCLTEXT001623_front,front,front,True
FRCLTEXT001623_left,left,right,False
FRCLTEXT001623_back,back,back,True
FRCLTEXT001623_right,right,left,False
FRCLTEXT001624_front,right,right,True
FRCLTEXT001624_left,right,right,True
FRCLTEXT001624_back,right,right,True
FRCLTEXT001624_right,right,back,False
FRCLTEXT001625,right,right,True
FRCLTEXT001626_front,left,right,False
FRCLTEXT001626_left,back,right,False
FRCLTEXT001626_back,right,left,False
FRCLTEXT001626_right,front,right,False
FRCLTEXT001627_front,back,back,True
FRCLTEXT001627_left,back,back,True
FRCLTEXT001627_back,back,front,False
FRCLTEXT001627_right,back,left,False
FRCLTEXT001628_front,left,left,True
FRCLTEXT001628_left,left,front,False
FRCLTEXT001628_back,left,left,True
FRCLTEXT001628_right,left,back,False
FRCLTEXT001629,left,left,True
FRCLTEXT001630_front,back,back,True
FRCLTEXT001630_left,back,right,False
FRCLTEXT001630_back,back,front,False
FRCLTEXT001630_right,back,left,False
FRCLTEXT001631_front,front,front,True
FRCLTEXT001631_left,left,right,False
FRCLTEXT001631_back,back,back,True
FRCLTEXT001631_right,right,left,False
FRCLTEXT001632_front,back,back,True
FRCLTEXT001632_left,right,right,True
FRCLTEXT001632_back,front,front,True
FRCLTEXT001632_right,left,left,True
FRCLTEXT001633_front,back,back,True
FRCLTEXT001633_left,back,right,False
FRCLTEXT001633_back,back,front,False
FRCLTEXT001633_right,back,left,False
FRCLTEXT001634_front,left,right,False
FRCLTEXT001634_left,back,left,False
FRCLTEXT001634_back,right,left,False
FRCLTEXT001634_right,front,right,False
