id,frame_of_reference_category,gold_answers,predicted_answer,correct
FRCLTEXT001429_front,internal relative,left,left,True
FRCLTEXT001429_left,internal relative,left,left,True
FRCLTEXT001429_back,internal relative,left,left,True
FRCLTEXT001429_right,internal relative,left,left,True
FRCLTEXT001430,external relative,front,front,True
FRCLTEXT001431,external relative,right,right,True
FRCLTEXT001432_front,external intrinsic,back,back,True
FRCLTEXT001432_left,external intrinsic,right,right,True
FRCLTEXT001432_back,external intrinsic,front,front,True
FRCLTEXT001432_right,external intrinsic,left,left,True
FRCLTEXT001433,external relative,front,front,True
FRCLTEXT001434_front,external intrinsic,front,front,True
FRCLTEXT001434_left,external intrinsic,left,left,True
FRCLTEXT001434_back,external intrinsic,back,back,True
FRCLTEXT001434_right,external intrinsic,right,front,False
FRCLTEXT001435_front,external relative,left,right,False
FRCLTEXT001435_left,external relative,left,left,True
FRCLTEXT001435_back,external relative,left,left,True
FRCLTEXT001435_right,external relative,left,left,True
FRCLTEXT001436,external relative,left,left,True
FRCLTEXT001437_front,external relative,back,back,True
FRCLTEXT001437_left,external relative,back,right,False
FRCLTEXT001437_back,external relative,back,back,True
FRCLTEXT001437_right,external relative,back,back,True
FRCLTEXT001438_front,external relative,front,front,True
FRCLTEXT001438_left,external relative,front,front,True
FRCLTEXT001438_back,external relative,front,front,True
FRCLTEXT001438_right,external relative,front,front,True
FRCLTEXT001439,external relative,right,right,True
FRCLTEXT001440_front,external intrinsic,front,front,True
FRCLTEXT001440_left,external intrinsic,left,left,True
FRCLTEXT001440_back,external intrinsic,back,back,True
FRCLTEXT001440_right,external intrinsic,right,front,False
FRCLTEXT001441_front,external relative,back,back,True
FRCLTEXT001441_left,external relative,back,back,True
FRCLTEXT001441_back,external relative,back,back,True
FRCLTEXT001441_right,external relative,back,back,True
FRCLTEXT001442_front,external relative,right,right,True
FRCLTEXT001442_left,external relative,right,right,True
FRCLTEXT001442_back,external relative,right,right,True
FRCLTEXT001442_right,external relative,right,right,True
FRCLTEXT001443_front,external intrinsic,back,back,True
FRCLTEXT001443_left,external intrinsic,right,right,True
FRCLTEXT001443_back,external intrinsic,front,front,True
FRCLTEXT001443_right,external intrinsic,left,left,True
FRCLTEXT001444_front,internal relative,left,left,True
FRCLTEXT001444_left,internal relative,left,left,True
FRCLTEXT001444_back,internal relative,left,right,False
FRCLTEXT001444_right,internal relative,left,left,True
FRCLTEXT001445_front,internal relative,front,front,True
FRCLTEXT001445_left,internal relative,front,front,True
FRCLTEXT001445_back,internal relative,front,front,True
FRCLTEXT001445_right,internal relative,front,front,True
FRCLTEXT001446_front,external intrinsic,right,right,True
FRCLTEXT001446_left,external intrinsic,front,front,True
FRCLTEXT001446_back,external intrinsic,left,left,True
FRCLTEXT001446_right,external intrinsic,back,back,True
FRCLTEXT001447,external relative,back,back,True
FRCLTEXT001448,external relative,right,right,True
FRCLTEXT001449,external relative,front,front,True
FRCLTEXT001450_front,external intrinsic,front,front,True
FRCLTEXT001450_left,external intrinsic,left,left,True
FRCLTEXT001450_back,external intrinsic,back,back,True
FRCLTEXT001450_right,external intrinsic,right,right,True
FRCLTEXT001451_front,external intrinsic,front,front,True
FRCLTEXT001451_left,external intrinsic,left,left,True
FRCLTEXT001451_back,external intrinsic,back,back,True
FRCLTEXT001451_right,external intrinsic,right,right,True
FRCLTEXT001452_front,external intrinsic,front,front,True
FRCLTEXT001452_left,external intrinsic,left,left,True
FRCLTEXT001452_back,external intrinsic,back,back,True
FRCLTEXT001452_right,external intrinsic,right,right,True
FRCLTEXT001453,external relative,right,right,True
FRCLTEXT001454_front,internal relative,left,left,True
FRCLTEXT001454_left,internal relative,left,left,True
FRCLTEXT001454_back,internal relative,left,left,True
FRCLTEXT001454_right,internal relative,left,left,True
FRCLTEXT001455_front,external intrinsic,front,front,True
FRCLTEXT001455_left,external intrinsic,left,left,True
FRCLTEXT001455_back,external intrinsic,back,back,True
FRCLTEXT001455_right,external intrinsic,right,right,True
FRCLTEXT001456_front,external relative,back,back,True
FRCLTEXT001456_left,external relative,back,back,True
FRCLTEXT001456_back,external relative,back,back,True
FRCLTEXT001456_right,external relative,back,back,True
FRCLTEXT001457_front,external relative,right,right,True
FRCLTEXT001457_left,external relative,right,right,True
FRCLTEXT001457_back,external relative,right,right,True
FRCLTEXT001457_right,external relative,right,right,True
FRCLTEXT001458,external relative,right,right,True
FRCLTEXT001459,external relative,back,back,True
FRCLTEXT001460_front,external intrinsic,back,back,True
FRCLTEXT001460_left,external intrinsic,right,right,True
FRCLTEXT001460_back,external intrinsic,front,front,True
FRCLTEXT001460_right,external intrinsic,left,left,True
FRCLTEXT001461_front,external intrinsic,left,left,True
FRCLTEXT001461_left,external intrinsic,back,back,True
FRCLTEXT001461_back,external intrinsic,right,right,True
FRCLTEXT001461_right,external intrinsic,front,front,True
FRCLTEXT001462_front,external intrinsic,left,left,True
FRCLTEXT001462_left,external intrinsic,back,back,True
FRCLTEXT001462_back,external intrinsic,right,right,True
FRCLTEXT001462_right,external intrinsic,front,front,True
FRCLTEXT001463_front,external intrinsic,right,right,True
FRCLTEXT001463_left,external intrinsic,front,front,True
FRCLTEXT001463_back,external intrinsic,left,front,False
FRCLTEXT001463_right,external intrinsic,back,back,True
FRCLTEXT001464,external relative,front,front,True
FRCLTEXT001465_front,external intrinsic,right,right,True
FRCLTEXT001465_left,external intrinsic,front,front,True
FRCLTEXT001465_back,external intrinsic,left,front,False
FRCLTEXT001465_right,external intrinsic,back,back,True
FRCLTEXT001466,external relative,back,back,True
FRCLTEXT001467_front,internal intrinsic,right,right,True
FRCLTEXT001467_left,internal intrinsic,front,front,True
FRCLTEXT001467_back,internal intrinsic,left,left,True
FRCLTEXT001467_right,internal intrinsic,back,back,True
FRCLTEXT001468_front,external intrinsic,front,front,True
FRCLTEXT001468_left,external intrinsic,left,left,True
FRCLTEXT001468_back,external intrinsic,back,back,True
FRCLTEXT001468_right,external intrinsic,right,right,True
FRCLTEXT001469_front,external intrinsic,front,front,True
FRCLTEXT001469_left,external intrinsic,left,left,True
FRCLTEXT001469_back,external intrinsic,back,back,True
FRCLTEXT001469_right,external intrinsic,right,right,True
FRCLTEXT001470_front,external relative,front,front,True
FRCLTEXT001470_left,external relative,front,front,True
FRCLTEXT001470_back,external relative,front,front,True
FRCLTEXT001470_right,external relative,front,front,True
FRCLTEXT001471_front,external intrinsic,front,front,True
FRCLTEXT001471_left,external intrinsic,left,left,True
FRCLTEXT001471_back,external intrinsic,back,back,True
FRCLTEXT001471_right,external intrinsic,right,right,True
FRCLTEXT001472_front,external intrinsic,front,front,True
FRCLTEXT001472_left,external intrinsic,left,left,True
FRCLTEXT001472_back,external intrinsic,back,back,True
FRCLTEXT001472_right,external intrinsic,right,right,True
FRCLTEXT001473_front,external intrinsic,left,left,True
FRCLTEXT001473_left,external intrinsic,back,back,True
FRCLTEXT001473_back,external intrinsic,right,right,True
FRCLTEXT001473_right,external intrinsic,front,front,True
FRCLTEXT001474_front,external relative,front,front,True
FRCLTEXT001474_left,external relative,front,front,True
FRCLTEXT001474_back,external relative,front,front,True
FRCLTEXT001474_right,external relative,front,front,True
FRCLTEXT001475,internal relative,back,back,True
FRCLTEXT001476,internal relative,right,front,False
FRCLTEXT001477_front,external relative,back,back,True
FRCLTEXT001477_left,external relative,back,back,True
FRCLTEXT001477_back,external relative,back,front,False
FRCLTEXT001477_right,external relative,back,front,False
FRCLTEXT001478_front,external intrinsic,left,left,True
FRCLTEXT001478_left,external intrinsic,back,back,True
FRCLTEXT001478_back,external intrinsic,right,right,True
FRCLTEXT001478_right,external intrinsic,front,front,True
FRCLTEXT001479_front,external intrinsic,front,front,True
FRCLTEXT001479_left,external intrinsic,left,left,True
FRCLTEXT001479_back,external intrinsic,back,back,True
FRCLTEXT001479_right,external intrinsic,right,right,True
FRCLTEXT001480,external relative,front,front,True
FRCLTEXT001481_front,internal intrinsic,left,back,False
FRCLTEXT001481_left,internal intrinsic,back,back,True
FRCLTEXT001481_back,internal intrinsic,right,right,True
FRCLTEXT001481_right,internal intrinsic,front,front,True
FRCLTEXT001482_front,external intrinsic,right,right,True
FRCLTEXT001482_left,external intrinsic,front,front,True
FRCLTEXT001482_back,external intrinsic,left,left,True
FRCLTEXT001482_right,external intrinsic,back,back,True
FRCLTEXT001483,external relative,right,right,True
FRCLTEXT001484_front,external intrinsic,right,right,True
FRCLTEXT001484_left,external intrinsic,front,front,True
FRCLTEXT001484_back,external intrinsic,left,left,True
FRCLTEXT001484_right,external intrinsic,back,back,True
FRCLTEXT001485,internal relative,front,front,True
FRCLTEXT001486_front,external relative,right,right,True
FRCLTEXT001486_left,external relative,right,right,True
FRCLTEXT001486_back,external relative,right,right,True
FRCLTEXT001486_right,external relative,right,right,True
FRCLTEXT001487_front,external relative,left,left,True
FRCLTEXT001487_left,external relative,left,left,True
FRCLTEXT001487_back,external relative,left,front,False
FRCLTEXT001487_right,external relative,left,right,False
FRCLTEXT001488,external relative,left,left,True
FRCLTEXT001489_front,internal relative,back,front,False
FRCLTEXT001489_left,internal relative,back,back,True
FRCLTEXT001489_back,internal relative,back,right,False
FRCLTEXT001489_right,internal relative,back,back,True
FRCLTEXT001490,external relative,left,left,True
FRCLTEXT001491_front,external intrinsic,right,back,False
FRCLTEXT001491_left,external intrinsic,front,front,True
FRCLTEXT001491_back,external intrinsic,left,left,True
FRCLTEXT001491_right,external intrinsic,back,back,True
FRCLTEXT001492_front,external relative,back,back,True
FRCLTEXT001492_left,external relative,back,back,True
FRCLTEXT001492_back,external relative,back,back,True
FRCLTEXT001492_right,external relative,back,back,True
FRCLTEXT001493_front,external relative,right,right,True
FRCLTEXT001493_left,external relative,right,right,True
FRCLTEXT001493_back,external relative,right,right,True
FRCLTEXT001493_right,external relative,right,right,True
FRCLTEXT001494_front,external relative,back,right,False
FRCLTEXT001494_left,external relative,back,back,True
FRCLTEXT001494_back,external relative,back,back,True
FRCLTEXT001494_right,external relative,back,back,True
FRCLTEXT001495,external relative,left,left,True
FRCLTEXT001496_front,external intrinsic,back,back,True
FRCLTEXT001496_left,external intrinsic,right,front,False
FRCLTEXT001496_back,external intrinsic,front,front,True
FRCLTEXT001496_right,external intrinsic,left,left,True
FRCLTEXT001497_front,external relative,left,left,True
FRCLTEXT001497_left,external relative,left,left,True
FRCLTEXT001497_back,external relative,left,left,True
FRCLTEXT001497_right,external relative,left,left,True
FRCLTEXT001498_front,external intrinsic,right,right,True
FRCLTEXT001498_left,external intrinsic,front,front,True
FRCLTEXT001498_back,external intrinsic,left,left,True
FRCLTEXT001498_right,external intrinsic,back,back,True
FRCLTEXT001499,external relative,right,right,True
FRCLTEXT001500_front,external relative,front,front,True
FRCLTEXT001500_left,external relative,front,front,True
FRCLTEXT001500_back,external relative,front,front,True
FRCLTEXT001500_right,external relative,front,front,True
FRCLTEXT001501_front,external relative,front,front,True
FRCLTEXT001501_left,external relative,front,front,True
FRCLTEXT001501_back,external relative,front,front,True
FRCLTEXT001501_right,external relative,front,front,True
FRCLTEXT001502_front,external relative,back,back,True
FRCLTEXT001502_left,external relative,back,back,True
FRCLTEXT001502_back,external relative,back,back,True
FRCLTEXT001502_right,external relative,back,right,False
FRCLTEXT001503,external relative,right,right,True
FRCLTEXT001504_front,external relative,back,back,True
FRCLTEXT001504_left,external relative,back,back,True
FRCLTEXT001504_back,external relative,back,back,True
FRCLTEXT001504_right,external relative,back,back,True
FRCLTEXT001505_front,external intrinsic,right,right,True
FRCLTEXT001505_left,external intrinsic,front,back,False
FRCLTEXT001505_back,external intrinsic,left,left,True
FRCLTEXT001505_right,external intrinsic,back,back,True
FRCLTEXT001506_front,external intrinsic,front,front,True
FRCLTEXT001506_left,external intrinsic,left,left,True
FRCLTEXT001506_back,external intrinsic,back,back,True
FRCLTEXT001506_right,external intrinsic,right,right,True
FRCLTEXT001507,external relative,left,left,True
FRCLTEXT001508_front,external intrinsic,right,right,True
FRCLTEXT001508_left,external intrinsic,front,front,True
FRCLTEXT001508_back,external intrinsic,left,left,True
FRCLTEXT001508_right,external intrinsic,back,back,True
FRCLTEXT001509_front,external relative,front,front,True
FRCLTEXT001509_left,external relative,front,front,True
FRCLTEXT001509_back,external relative,front,front,True
FRCLTEXT001509_right,external relative,front,front,True
FRCLTEXT001510,external relative,front,front,True
FRCLTEXT001511,external relative,back,back,True
FRCLTEXT001512_front,external relative,right,right,True
FRCLTEXT001512_left,external relative,right,right,True
FRCLTEXT001512_back,external relative,right,right,True
FRCLTEXT001512_right,external relative,right,right,True
FRCLTEXT001513_front,external relative,left,left,True
FRCLTEXT001513_left,external relative,left,left,True
FRCLTEXT001513_back,external relative,left,left,True
FRCLTEXT001513_right,external relative,left,left,True
FRCLTEXT001514,internal relative,right,right,True
FRCLTEXT001515_front,internal relative,front,front,True
FRCLTEXT001515_left,internal relative,front,front,True
FRCLTEXT001515_back,internal relative,front,front,True
FRCLTEXT001515_right,internal relative,front,front,True
FRCLTEXT001516_front,external intrinsic,right,right,True
FRCLTEXT001516_left,external intrinsic,front,front,True
FRCLTEXT001516_back,external intrinsic,left,left,True
FRCLTEXT001516_right,external intrinsic,back,back,True
FRCLTEXT001517,external relative,front,front,True
FRCLTEXT001518,external relative,front,front,True
FRCLTEXT001519_front,external relative,front,front,True
FRCLTEXT001519_left,external relative,front,front,True
FRCLTEXT001519_back,external relative,front,front,True
FRCLTEXT001519_right,external relative,front,front,True
FRCLTEXT001520_front,external relative,front,front,True
FRCLTEXT001520_left,external relative,front,front,True
FRCLTEXT001520_back,external relative,front,front,True
FRCLTEXT001520_right,external relative,front,front,True
FRCLTEXT001521,external relative,front,front,True
FRCLTEXT001522_front,internal intrinsic,right,back,False
FRCLTEXT001522_left,internal intrinsic,front,front,True
FRCLTEXT001522_back,internal intrinsic,left,left,True
FRCLTEXT001522_right,internal intrinsic,back,back,True
FRCLTEXT001523_front,internal intrinsic,back,back,True
FRCLTEXT001523_left,internal intrinsic,right,right,True
FRCLTEXT001523_back,internal intrinsic,front,front,True
FRCLTEXT001523_right,internal intrinsic,left,left,True
FRCLTEXT001524,internal relative,back,front,False
FRCLTEXT001525_front,internal relative,front,front,True
FRCLTEXT001525_left,internal relative,front,front,True
FRCLTEXT001525_back,internal relative,front,front,True
FRCLTEXT001525_right,internal relative,front,right,False
FRCLTEXT001526,external relative,left,left,True
FRCLTEXT001527,internal relative,right,right,True
FRCLTEXT001528_front,external intrinsic,left,front,False
FRCLTEXT001528_left,external intrinsic,back,back,True
FRCLTEXT001528_back,external intrinsic,right,right,True
FRCLTEXT001528_right,external intrinsic,front,front,True
FRCLTEXT001529_front,external intrinsic,right,right,True
FRCLTEXT001529_left,external intrinsic,front,front,True
FRCLTEXT001529_back,external intrinsic,left,left,True
FRCLTEXT001529_right,external intrinsic,back,back,True
FRCLTEXT001530,external relative,front,front,True
FRCLTEXT001531_front,external intrinsic,front,front,True
FRCLTEXT001531_left,external intrinsic,left,left,True
FRCLTEXT001531_back,external intrinsic,back,back,True
FRCLTEXT001531_right,external intrinsic,right,front,False
FRCLTEXT001532,external relative,right,right,True
FRCLTEXT001533_front,external relative,back,back,True
FRCLTEXT001533_left,external relative,back,back,True
FRCLTEXT001533_back,external relative,back,back,True
FRCLTEXT001533_right,external relative,back,back,True
FRCLTEXT001534_front,external intrinsic,front,front,True
FRCLTEXT001534_left,external intrinsic,left,left,True
FRCLTEXT001534_back,external intrinsic,back,front,False
FRCLTEXT001534_right,external intrinsic,right,back,False
FRCLTEXT001535_front,internal intrinsic,right,right,True
FRCLTEXT001535_left,internal intrinsic,front,front,True
FRCLTEXT001535_back,internal intrinsic,left,back,False
FRCLTEXT001535_right,internal intrinsic,back,back,True
FRCLTEXT001536_front,external intrinsic,right,back,False
FRCLTEXT001536_left,external intrinsic,front,front,True
FRCLTEXT001536_back,external intrinsic,left,left,True
FRCLTEXT001536_right,external intrinsic,back,back,True
FRCLTEXT001537_front,external intrinsic,back,front,False
FRCLTEXT001537_left,external intrinsic,right,right,True
FRCLTEXT001537_back,external intrinsic,front,front,True
FRCLTEXT001537_right,external intrinsic,left,left,True
FRCLTEXT001538_front,external intrinsic,left,left,True
FRCLTEXT001538_left,external intrinsic,back,back,True
FRCLTEXT001538_back,external intrinsic,right,right,True
FRCLTEXT001538_right,external intrinsic,front,front,True
FRCLTEXT001539_front,external intrinsic,front,front,True
FRCLTEXT001539_left,external intrinsic,left,left,True
FRCLTEXT001539_back,external intrinsic,back,back,True
FRCLTEXT001539_right,external intrinsic,right,right,True
FRCLTEXT001540_front,external relative,left,left,True
FRCLTEXT001540_left,external relative,left,left,True
FRCLTEXT001540_back,external relative,left,front,False
FRCLTEXT001540_right,external relative,left,left,True
FRCLTEXT001541_front,external intrinsic,right,right,True
FRCLTEXT001541_left,external intrinsic,front,front,True
FRCLTEXT001541_back,external intrinsic,left,left,True
FRCLTEXT001541_right,external intrinsic,back,back,True
FRCLTEXT001542_front,internal relative,front,back,False
FRCLTEXT001542_left,internal relative,front,front,True
FRCLTEXT001542_back,internal relative,front,front,True
FRCLTEXT001542_right,internal relative,front,front,True
FRCLTEXT001543_front,external intrinsic,front,front,True
FRCLTEXT001543_left,external intrinsic,left,left,True
FRCLTEXT001543_back,external intrinsic,back,front,False
FRCLTEXT001543_right,external intrinsic,right,back,False
FRCLTEXT001544_front,external relative,front,front,True
FRCLTEXT001544_left,external relative,front,front,True
FRCLTEXT001544_back,external relative,front,front,True
FRCLTEXT001544_right,external relative,front,front,True
FRCLTEXT001545_front,external relative,back,back,True
FRCLTEXT001545_left,external relative,back,front,False
FRCLTEXT001545_back,external relative,back,back,True
FRCLTEXT001545_right,external relative,back,right,False
FRCLTEXT001546_front,external intrinsic,right,right,True
FRCLTEXT001546_left,external intrinsic,front,front,True
FRCLTEXT001546_back,external intrinsic,left,left,True
FRCLTEXT001546_right,external intrinsic,back,back,True
FRCLTEXT001547_front,external intrinsic,right,right,True
FRCLTEXT001547_left,external intrinsic,front,front,True
FRCLTEXT001547_back,external intrinsic,left,left,True
FRCLTEXT001547_right,external intrinsic,back,back,True
FRCLTEXT001548_front,external relative,right,right,True
FRCLTEXT001548_left,external relative,right,right,True
FRCLTEXT001548_back,external relative,right,right,True
FRCLTEXT001548_right,external relative,right,right,True
FRCLTEXT001549,external relative,left,left,True
FRCLTEXT001550_front,external relative,back,back,True
FRCLTEXT001550_left,external relative,back,back,True
FRCLTEXT001550_back,external relative,back,back,True
FRCLTEXT001550_right,external relative,back,back,True
FRCLTEXT001551_front,external intrinsic,back,front,False
FRCLTEXT001551_left,external intrinsic,right,right,True
FRCLTEXT001551_back,external intrinsic,front,front,True
FRCLTEXT001551_right,external intrinsic,left,left,True
FRCLTEXT001552_front,external relative,right,right,True
FRCLTEXT001552_left,external relative,right,right,True
FRCLTEXT001552_back,external relative,right,right,True
FRCLTEXT001552_right,external relative,right,right,True
FRCLTEXT001553,external relative,front,front,True
FRCLTEXT001554_front,internal intrinsic,right,front,False
FRCLTEXT001554_left,internal intrinsic,front,front,True
FRCLTEXT001554_back,internal intrinsic,left,left,True
FRCLTEXT001554_right,internal intrinsic,back,back,True
FRCLTEXT001555_front,external intrinsic,left,left,True
FRCLTEXT001555_left,external intrinsic,back,back,True
FRCLTEXT001555_back,external intrinsic,right,right,True
FRCLTEXT001555_right,external intrinsic,front,front,True
FRCLTEXT001556_front,external intrinsic,front,front,True
FRCLTEXT001556_left,external intrinsic,left,left,True
FRCLTEXT001556_back,external intrinsic,back,back,True
FRCLTEXT001556_right,external intrinsic,right,right,True
FRCLTEXT001557_front,external relative,left,left,True
FRCLTEXT001557_left,external relative,left,left,True
FRCLTEXT001557_back,external relative,left,left,True
FRCLTEXT001557_right,external relative,left,left,True
FRCLTEXT001558_front,external relative,left,front,False
FRCLTEXT001558_left,external relative,left,left,True
FRCLTEXT001558_back,external relative,left,right,False
FRCLTEXT001558_right,external relative,left,left,True
FRCLTEXT001559,external relative,right,right,True
FRCLTEXT001560_front,external relative,right,right,True
FRCLTEXT001560_left,external relative,right,right,True
FRCLTEXT001560_back,external relative,right,right,True
FRCLTEXT001560_right,external relative,right,right,True
FRCLTEXT001561,external relative,front,front,True
FRCLTEXT001562_front,external intrinsic,left,back,False
FRCLTEXT001562_left,external intrinsic,back,back,True
FRCLTEXT001562_back,external intrinsic,right,right,True
FRCLTEXT001562_right,external intrinsic,front,front,True
FRCLTEXT001563_front,internal intrinsic,back,back,True
FRCLTEXT001563_left,internal intrinsic,right,right,True
FRCLTEXT001563_back,internal intrinsic,front,front,True
FRCLTEXT001563_right,internal intrinsic,left,left,True
FRCLTEXT001564_front,external intrinsic,right,right,True
FRCLTEXT001564_left,external intrinsic,front,front,True
FRCLTEXT001564_back,external intrinsic,left,left,True
FRCLTEXT001564_right,external intrinsic,back,back,True
FRCLTEXT001565,external relative,right,right,True
FRCLTEXT001566_front,external intrinsic,back,back,True
FRCLTEXT001566_left,external intrinsic,right,right,True
FRCLTEXT001566_back,external intrinsic,front,front,True
FRCLTEXT001566_right,external intrinsic,left,back,False
FRCLTEXT001567_front,external relative,left,left,True
FRCLTEXT001567_left,external relative,left,left,True
FRCLTEXT001567_back,external relative,left,left,True
FRCLTEXT001567_right,external relative,left,left,True
FRCLTEXT001568_front,external intrinsic,left,left,True
FRCLTEXT001568_left,external intrinsic,back,back,True
FRCLTEXT001568_back,external intrinsic,right,right,True
FRCLTEXT001568_right,external intrinsic,front,back,False
FRCLTEXT001569_front,external relative,right,right,True
FRCLTEXT001569_left,external relative,right,right,True
FRCLTEXT001569_back,external relative,right,right,True
FRCLTEXT001569_right,external relative,right,right,True
FRCLTEXT001570,external relative,back,back,True
FRCLTEXT001571,external relative,front,front,True
FRCLTEXT001572_front,external intrinsic,front,front,True
FRCLTEXT001572_left,external intrinsic,left,left,True
FRCLTEXT001572_back,external intrinsic,back,back,True
FRCLTEXT001572_right,external intrinsic,right,right,True
FRCLTEXT001573,internal relative,front,front,True
FRCLTEXT001574_front,external relative,right,right,True
FRCLTEXT001574_left,external relative,right,right,True
FRCLTEXT001574_back,external relative,right,right,True
FRCLTEXT001574_right,external relative,right,right,True
FRCLTEXT001575_front,external intrinsic,left,back,False
FRCLTEXT001575_left,external intrinsic,back,back,True
FRCLTEXT001575_back,external intrinsic,right,right,True
FRCLTEXT001575_right,external intrinsic,front,back,False
FRCLTEXT001576_front,external intrinsic,right,front,False
FRCLTEXT001576_left,external intrinsic,front,front,True
FRCLTEXT001576_back,external intrinsic,left,left,True
FRCLTEXT001576_right,external intrinsic,back,back,True
FRCLTEXT001577_front,external relative,back,back,True
FRCLTEXT001577_left,external relative,back,right,False
FRCLTEXT001577_back,external relative,back,back,True
FRCLTEXT001577_right,external relative,back,back,True
FRCLTEXT001578_front,external relative,right,right,True
FRCLTEXT001578_left,external relative,right,right,True
FRCLTEXT001578_back,external relative,right,right,True
FRCLTEXT001578_right,external relative,right,right,True
FRCLTEXT001579,external relative,front,front,True
FRCLTEXT001580_front,external relative,right,right,True
FRCLTEXT001580_left,external relative,right,right,True
FRCLTEXT001580_back,external relative,right,right,True
FRCLTEXT001580_right,external relative,right,right,True
FRCLTEXT001581,external relative,back,back,True
FRCLTEXT001582,external relative,right,right,True
FRCLTEXT001583_front,external relative,right,right,True
FRCLTEXT001583_left,external relative,right,right,True
FRCLTEXT001583_back,external relative,right,right,True
FRCLTEXT001583_right,external relative,right,right,True
FRCLTEXT001584,external relative,back,back,True
FRCLTEXT001585,external relative,right,right,True
FRCLTEXT001586_front,external relative,right,right,True
FRCLTEXT001586_left,external relative,right,right,True
FRCLTEXT001586_back,external relative,right,right,True
FRCLTEXT001586_right,external relative,right,right,True
FRCLTEXT001587_front,external relative,back,right,False
FRCLTEXT001587_left,external relative,back,front,False
FRCLTEXT001587_back,external relative,back,back,True
FRCLTEXT001587_right,external relative,back,right,False
FRCLTEXT001588_front,external relative,left,left,True
FRCLTEXT001588_left,external relative,left,left,True
FRCLTEXT001588_back,external relative,left,left,True
FRCLTEXT001588_right,external relative,left,left,True
FRCLTEXT001589_front,internal relative,front,front,True
FRCLTEXT001589_left,internal relative,front,front,True
FRCLTEXT001589_back,internal relative,front,front,True
FRCLTEXT001589_right,internal relative,front,front,True
FRCLTEXT001590,external relative,left,left,True
FRCLTEXT001591_front,external relative,left,left,True
FRCLTEXT001591_left,external relative,left,left,True
FRCLTEXT001591_back,external relative,left,left,True
FRCLTEXT001591_right,external relative,left,left,True
FRCLTEXT001592_front,external intrinsic,right,right,True
FRCLTEXT001592_left,external intrinsic,front,front,True
FRCLTEXT001592_back,external intrinsic,left,left,True
FRCLTEXT001592_right,external intrinsic,back,front,False
FRCLTEXT001593,external relative,back,back,True
FRCLTEXT001594_front,external intrinsic,right,right,True
FRCLTEXT001594_left,external intrinsic,front,front,True
FRCLTEXT001594_back,external intrinsic,left,left,True
FRCLTEXT001594_right,external intrinsic,back,back,True
FRCLTEXT001595_front,external intrinsic,left,left,True
FRCLTEXT001595_left,external intrinsic,back,back,True
FRCLTEXT001595_back,external intrinsic,right,front,False
FRCLTEXT001595_right,external intrinsic,front,back,False
FRCLTEXT001596,external relative,front,front,True
FRCLTEXT001597_front,external relative,right,right,True
FRCLTEXT001597_left,external relative,right,right,True
FRCLTEXT001597_back,external relative,right,right,True
FRCLTEXT001597_right,external relative,right,right,True
FRCLTEXT001598,external relative,back,back,True
FRCLTEXT001599_front,external intrinsic,front,front,True
FRCLTEXT001599_left,external intrinsic,left,left,True
FRCLTEXT001599_back,external intrinsic,back,back,True
FRCLTEXT001599_right,external intrinsic,right,right,True
FRCLTEXT001600_front,external intrinsic,front,front,True
FRCLTEXT001600_left,external intrinsic,left,left,True
FRCLTEXT001600_back,external intrinsic,back,front,False
FRCLTEXT001600_right,external intrinsic,right,right,True
FRCLTEXT001601_front,external relative,right,right,True
FRCLTEXT001601_left,external relative,right,right,True
FRCLTEXT001601_back,external relative,right,right,True
FRCLTEXT001601_right,external relative,right,right,True
FRCLTEXT001602_front,external intrinsic,back,back,True
FRCLTEXT001602_left,external intrinsic,right,right,True
FRCLTEXT001602_back,external intrinsic,front,front,True
FRCLTEXT001602_right,external intrinsic,left,left,True
FRCLTEXT001603_front,external intrinsic,left,left,True
FRCLTEXT001603_left,external intrinsic,back,back,True
FRCLTEXT001603_back,external intrinsic,right,right,True
FRCLTEXT001603_right,external intrinsic,front,front,True
FRCLTEXT001604_front,external relative,back,front,False
FRCLTEXT001604_left,external relative,back,back,True
FRCLTEXT001604_back,external relative,back,back,True
FRCLTEXT001604_right,external relative,back,back,True
FRCLTEXT001605,external relative,right,right,True
FRCLTEXT001606_front,external relative,left,left,True
FRCLTEXT001606_left,external relative,left,left,True
FRCLTEXT001606_back,external relative,left,left,True
FRCLTEXT001606_right,external relative,left,left,True
FRCLTEXT001607,external relative,right,right,True
FRCLTEXT001608_front,external intrinsic,front,front,True
FRCLTEXT001608_left,external intrinsic,left,left,True
FRCLTEXT001608_back,external intrinsic,back,back,True
FRCLTEXT001608_right,external intrinsic,right,right,True
FRCLTEXT001609_front,external intrinsic,front,front,True
FRCLTEXT001609_left,external intrinsic,left,left,True
FRCLTEXT001609_back,external intrinsic,back,back,True
FRCLTEXT001609_right,external intrinsic,right,right,True
FRCLTEXT001610,external relative,left,left,True
FRCLTEXT001611,internal relative,right,right,True
FRCLTEXT001612,external relative,left,left,True
FRCLTEXT001613_front,external intrinsic,left,left,True
FRCLTEXT001613_left,external intrinsic,back,back,True
FRCLTEXT001613_back,external intrinsic,right,right,True
FRCLTEXT001613_right,external intrinsic,front,front,True
FRCLTEXT001614_front,external relative,left,left,True
FRCLTEXT001614_left,external relative,left,left,True
FRCLTEXT001614_back,external relative,left,left,True
FRCLTEXT001614_right,external relative,left,left,True
