id,frame_of_reference_category,gold_answers,predicted_answer,correct
FRCLTEXT001265_front,external intrinsic,right,right,True
FRCLTEXT001265_left,external intrinsic,right,right,True
FRCLTEXT001265_back,external intrinsic,right,right,True
FRCLTEXT001265_right,external intrinsic,right,right,True
FRCLTEXT001267_front,external intrinsic,left,left,True
FRCLTEXT001267_left,external intrinsic,left,left,True
FRCLTEXT001267_back,external intrinsic,left,left,True
FRCLTEXT001267_right,external intrinsic,left,left,True
FRCLTEXT001268_front,internal relative,right,left,False
FRCLTEXT001268_left,internal relative,front,left,False
FRCLTEXT001268_back,internal relative,left,right,False
FRCLTEXT001268_right,internal relative,back,front,False
FRCLTEXT001270_front,external relative,front,front,True
FRCLTEXT001270_left,external relative,left,right,False
FRCLTEXT001270_back,external relative,back,back,True
FRCLTEXT001270_right,external relative,right,left,False
FRCLTEXT001271_front,external relative,front,front,True
FRCLTEXT001271_left,external relative,left,right,False
FRCLTEXT001271_back,external relative,back,back,True
FRCLTEXT001271_right,external relative,right,left,False
FRCLTEXT001272_front,external intrinsic,left,left,True
FRCLTEXT001272_left,external intrinsic,left,left,True
FRCLTEXT001272_back,external intrinsic,left,left,True
FRCLTEXT001272_right,external intrinsic,left,left,True
FRCLTEXT001273_front,internal relative,back,back,True
FRCLTEXT001273_left,internal relative,right,right,True
FRCLTEXT001273_back,internal relative,front,front,True
FRCLTEXT001273_right,internal relative,left,left,True
FRCLTEXT001274_front,external intrinsic,back,back,True
FRCLTEXT001274_left,external intrinsic,back,back,True
FRCLTEXT001274_back,external intrinsic,back,back,True
FRCLTEXT001274_right,external intrinsic,back,back,True
FRCLTEXT001275_front,external intrinsic,back,back,True
FRCLTEXT001275_left,external intrinsic,back,back,True
FRCLTEXT001275_back,external intrinsic,back,back,True
FRCLTEXT001275_right,external intrinsic,back,left,False
FRCLTEXT001276_front,external relative,left,right,False
FRCLTEXT001276_left,external relative,back,left,False
FRCLTEXT001276_back,external relative,right,left,False
FRCLTEXT001276_right,external relative,front,front,True
FRCLTEXT001278_front,internal intrinsic,right,right,True
FRCLTEXT001278_left,internal intrinsic,right,right,True
FRCLTEXT001278_back,internal intrinsic,right,right,True
FRCLTEXT001278_right,internal intrinsic,right,right,True
FRCLTEXT001279_front,external intrinsic,back,back,True
FRCLTEXT001279_left,external intrinsic,back,right,False
FRCLTEXT001279_back,external intrinsic,back,back,True
FRCLTEXT001279_right,external intrinsic,back,left,False
FRCLTEXT001280_front,external intrinsic,right,right,True
FRCLTEXT001280_left,external intrinsic,right,right,True
FRCLTEXT001280_back,external intrinsic,right,right,True
FRCLTEXT001280_right,external intrinsic,right,right,True
FRCLTEXT001281_front,external intrinsic,left,left,True
FRCLTEXT001281_left,external intrinsic,left,left,True
FRCLTEXT001281_back,external intrinsic,left,left,True
FRCLTEXT001281_right,external intrinsic,left,left,True
FRCLTEXT001283_front,external intrinsic,right,right,True
FRCLTEXT001283_left,external intrinsic,right,right,True
FRCLTEXT001283_back,external intrinsic,right,right,True
FRCLTEXT001283_right,external intrinsic,right,right,True
FRCLTEXT001284_front,external relative,front,front,True
FRCLTEXT001284_left,external relative,left,right,False
FRCLTEXT001284_back,external relative,back,back,True
FRCLTEXT001284_right,external relative,right,left,False
FRCLTEXT001285_front,external relative,back,back,True
FRCLTEXT001285_left,external relative,right,right,True
FRCLTEXT001285_back,external relative,front,front,True
FRCLTEXT001285_right,external relative,left,left,True
FRCLTEXT001286_front,external relative,left,right,False
FRCLTEXT001286_left,external relative,back,left,False
FRCLTEXT001286_back,external relative,right,left,False
FRCLTEXT001286_right,external relative,front,front,True
FRCLTEXT001287_front,external relative,right,left,False
FRCLTEXT001287_left,external relative,front,front,True
FRCLTEXT001287_back,external relative,left,right,False
FRCLTEXT001287_right,external relative,back,front,False
FRCLTEXT001290_front,external intrinsic,front,front,True
FRCLTEXT001290_left,external intrinsic,front,front,True
FRCLTEXT001290_back,external intrinsic,front,front,True
FRCLTEXT001290_right,external intrinsic,front,front,True
FRCLTEXT001291_front,internal intrinsic,front,front,True
FRCLTEXT001291_left,internal intrinsic,front,front,True
FRCLTEXT001291_back,internal intrinsic,front,front,True
FRCLTEXT001291_right,internal intrinsic,front,front,True
FRCLTEXT001292_front,external relative,front,front,True
FRCLTEXT001292_left,external relative,left,right,False
FRCLTEXT001292_back,external relative,back,back,True
FRCLTEXT001292_right,external relative,right,left,False
FRCLTEXT001294_front,internal relative,back,back,True
FRCLTEXT001294_left,internal relative,right,right,True
FRCLTEXT001294_back,internal relative,front,front,True
FRCLTEXT001294_right,internal relative,left,left,True
FRCLTEXT001295_front,external intrinsic,back,back,True
FRCLTEXT001295_left,external intrinsic,back,right,False
FRCLTEXT001295_back,external intrinsic,back,back,True
FRCLTEXT001295_right,external intrinsic,back,back,True
FRCLTEXT001296_front,external intrinsic,front,front,True
FRCLTEXT001296_left,external intrinsic,front,front,True
FRCLTEXT001296_back,external intrinsic,front,front,True
FRCLTEXT001296_right,external intrinsic,front,front,True
FRCLTEXT001297_front,external intrinsic,back,back,True
FRCLTEXT001297_left,external intrinsic,back,back,True
FRCLTEXT001297_back,external intrinsic,back,back,True
FRCLTEXT001297_right,external intrinsic,back,back,True
FRCLTEXT001298_front,external relative,back,back,True
FRCLTEXT001298_left,external relative,right,right,True
FRCLTEXT001298_back,external relative,front,front,True
FRCLTEXT001298_right,external relative,left,left,True
FRCLTEXT001299_front,external relative,front,front,True
FRCLTEXT001299_left,external relative,left,right,False
FRCLTEXT001299_back,external relative,back,back,True
FRCLTEXT001299_right,external relative,right,left,False
FRCLTEXT001300_front,external intrinsic,right,right,True
FRCLTEXT001300_left,external intrinsic,right,right,True
FRCLTEXT001300_back,external intrinsic,right,right,True
FRCLTEXT001300_right,external intrinsic,right,right,True
FRCLTEXT001303_front,external relative,right,left,False
FRCLTEXT001303_left,external relative,front,front,True
FRCLTEXT001303_back,external relative,left,right,False
FRCLTEXT001303_right,external relative,back,right,False
FRCLTEXT001304_front,external intrinsic,back,back,True
FRCLTEXT001304_left,external intrinsic,back,right,False
FRCLTEXT001304_back,external intrinsic,back,back,True
FRCLTEXT001304_right,external intrinsic,back,back,True
FRCLTEXT001306_front,external relative,right,left,False
FRCLTEXT001306_left,external relative,front,front,True
FRCLTEXT001306_back,external relative,left,right,False
FRCLTEXT001306_right,external relative,back,left,False
FRCLTEXT001307_front,internal intrinsic,right,right,True
FRCLTEXT001307_left,internal intrinsic,right,right,True
FRCLTEXT001307_back,internal intrinsic,right,right,True
FRCLTEXT001307_right,internal intrinsic,right,right,True
FRCLTEXT001308_front,external intrinsic,back,back,True
FRCLTEXT001308_left,external intrinsic,back,back,True
FRCLTEXT001308_back,external intrinsic,back,front,False
FRCLTEXT001308_right,external intrinsic,back,left,False
FRCLTEXT001310_front,external intrinsic,left,left,True
FRCLTEXT001310_left,external intrinsic,left,left,True
FRCLTEXT001310_back,external intrinsic,left,left,True
FRCLTEXT001310_right,external intrinsic,left,left,True
FRCLTEXT001311_front,external relative,back,back,True
FRCLTEXT001311_left,external relative,right,right,True
FRCLTEXT001311_back,external relative,front,front,True
FRCLTEXT001311_right,external relative,left,left,True
FRCLTEXT001314_front,external relative,front,front,True
FRCLTEXT001314_left,external relative,left,right,False
FRCLTEXT001314_back,external relative,back,back,True
FRCLTEXT001314_right,external relative,right,left,False
FRCLTEXT001317_front,external intrinsic,front,front,True
FRCLTEXT001317_left,external intrinsic,front,front,True
FRCLTEXT001317_back,external intrinsic,front,front,True
FRCLTEXT001317_right,external intrinsic,front,front,True
FRCLTEXT001318_front,external relative,back,back,True
FRCLTEXT001318_left,external relative,right,right,True
FRCLTEXT001318_back,external relative,front,front,True
FRCLTEXT001318_right,external relative,left,left,True
FRCLTEXT001320_front,external intrinsic,front,front,True
FRCLTEXT001320_left,external intrinsic,front,front,True
FRCLTEXT001320_back,external intrinsic,front,front,True
FRCLTEXT001320_right,external intrinsic,front,front,True
FRCLTEXT001321_front,external relative,right,left,False
FRCLTEXT001321_left,external relative,front,front,True
FRCLTEXT001321_back,external relative,left,right,False
FRCLTEXT001321_right,external relative,back,left,False
FRCLTEXT001322_front,external intrinsic,front,front,True
FRCLTEXT001322_left,external intrinsic,front,front,True
FRCLTEXT001322_back,external intrinsic,front,front,True
FRCLTEXT001322_right,external intrinsic,front,front,True
FRCLTEXT001323_front,external relative,front,front,True
FRCLTEXT001323_left,external relative,left,right,False
FRCLTEXT001323_back,external relative,back,back,True
FRCLTEXT001323_right,external relative,right,left,False
FRCLTEXT001324_front,external relative,right,left,False
FRCLTEXT001324_left,external relative,front,front,True
FRCLTEXT001324_back,external relative,left,right,False
FRCLTEXT001324_right,external relative,back,right,False
FRCLTEXT001325_front,external intrinsic,left,left,True
FRCLTEXT001325_left,external intrinsic,left,left,True
FRCLTEXT001325_back,external intrinsic,left,left,True
FRCLTEXT001325_right,external intrinsic,left,left,True
FRCLTEXT001326_front,external intrinsic,left,left,True
FRCLTEXT001326_left,external intrinsic,left,left,True
FRCLTEXT001326_back,external intrinsic,left,left,True
FRCLTEXT001326_right,external intrinsic,left,left,True
FRCLTEXT001327_front,external intrinsic,front,front,True
FRCLTEXT001327_left,external intrinsic,front,front,True
FRCLTEXT001327_back,external intrinsic,front,front,True
FRCLTEXT001327_right,external intrinsic,front,front,True
FRCLTEXT001328_front,external relative,left,left,True
FRCLTEXT001328_left,external relative,back,front,False
FRCLTEXT001328_back,external relative,right,left,False
FRCLTEXT001328_right,external relative,front,front,True
FRCLTEXT001329_front,external relative,front,front,True
FRCLTEXT001329_left,external relative,left,right,False
FRCLTEXT001329_back,external relative,back,back,True
FRCLTEXT001329_right,external relative,right,left,False
FRCLTEXT001330_front,external intrinsic,back,back,True
FRCLTEXT001330_left,external intrinsic,back,back,True
FRCLTEXT001330_back,external intrinsic,back,back,True
FRCLTEXT001330_right,external intrinsic,back,back,True
FRCLTEXT001332_front,external intrinsic,back,back,True
FRCLTEXT001332_left,external intrinsic,back,back,True
FRCLTEXT001332_back,external intrinsic,back,back,True
FRCLTEXT001332_right,external intrinsic,back,left,False
FRCLTEXT001333_front,external relative,left,right,False
FRCLTEXT001333_left,external relative,back,right,False
FRCLTEXT001333_back,external relative,right,left,False
FRCLTEXT001333_right,external relative,front,right,False
FRCLTEXT001334_front,external relative,front,front,True
FRCLTEXT001334_left,external relative,left,right,False
FRCLTEXT001334_back,external relative,back,back,True
FRCLTEXT001334_right,external relative,right,left,False
FRCLTEXT001335_front,external intrinsic,left,left,True
FRCLTEXT001335_left,external intrinsic,left,front,False
FRCLTEXT001335_back,external intrinsic,left,left,True
FRCLTEXT001335_right,external intrinsic,left,left,True
FRCLTEXT001336_front,external relative,back,back,True
FRCLTEXT001336_left,external relative,right,right,True
FRCLTEXT001336_back,external relative,front,front,True
FRCLTEXT001336_right,external relative,left,left,True
FRCLTEXT001337_front,internal intrinsic,back,back,True
FRCLTEXT001337_left,internal intrinsic,back,back,True
FRCLTEXT001337_back,internal intrinsic,back,back,True
FRCLTEXT001337_right,internal intrinsic,back,back,True
FRCLTEXT001338_front,external intrinsic,right,right,True
FRCLTEXT001338_left,external intrinsic,right,right,True
FRCLTEXT001338_back,external intrinsic,right,right,True
FRCLTEXT001338_right,external intrinsic,right,right,True
FRCLTEXT001339_front,external relative,back,back,True
FRCLTEXT001339_left,external relative,right,right,True
FRCLTEXT001339_back,external relative,front,front,True
FRCLTEXT001339_right,external relative,left,left,True
FRCLTEXT001340_front,external intrinsic,right,right,True
FRCLTEXT001340_left,external intrinsic,right,right,True
FRCLTEXT001340_back,external intrinsic,right,right,True
FRCLTEXT001340_right,external intrinsic,right,right,True
FRCLTEXT001341_front,internal relative,front,front,True
FRCLTEXT001341_left,internal relative,left,right,False
FRCLTEXT001341_back,internal relative,back,back,True
FRCLTEXT001341_right,internal relative,right,left,False
FRCLTEXT001342_front,internal relative,left,right,False
FRCLTEXT001342_left,internal relative,back,left,False
FRCLTEXT001342_back,internal relative,right,left,False
FRCLTEXT001342_right,internal relative,front,right,False
FRCLTEXT001343_front,internal intrinsic,front,front,True
FRCLTEXT001343_left,internal intrinsic,front,front,True
FRCLTEXT001343_back,internal intrinsic,front,front,True
FRCLTEXT001343_right,internal intrinsic,front,right,False
FRCLTEXT001344_front,external relative,front,front,True
FRCLTEXT001344_left,external relative,left,right,False
FRCLTEXT001344_back,external relative,back,back,True
FRCLTEXT001344_right,external relative,right,left,False
FRCLTEXT001345_front,external intrinsic,back,back,True
FRCLTEXT001345_left,external intrinsic,back,right,False
FRCLTEXT001345_back,external intrinsic,back,back,True
FRCLTEXT001345_right,external intrinsic,back,back,True
FRCLTEXT001346_front,external relative,right,left,False
FRCLTEXT001346_left,external relative,front,front,True
FRCLTEXT001346_back,external relative,left,right,False
FRCLTEXT001346_right,external relative,back,front,False
FRCLTEXT001347_front,external relative,left,right,False
FRCLTEXT001347_left,external relative,back,left,False
FRCLTEXT001347_back,external relative,right,left,False
FRCLTEXT001347_right,external relative,front,front,True
FRCLTEXT001349_front,external intrinsic,back,back,True
FRCLTEXT001349_left,external intrinsic,back,back,True
FRCLTEXT001349_back,external intrinsic,back,back,True
FRCLTEXT001349_right,external intrinsic,back,back,True
FRCLTEXT001350_front,external relative,right,left,False
FRCLTEXT001350_left,external relative,front,front,True
FRCLTEXT001350_back,external relative,left,right,False
FRCLTEXT001350_right,external relative,back,left,False
FRCLTEXT001352_front,external relative,left,left,True
FRCLTEXT001352_left,external relative,back,left,False
FRCLTEXT001352_back,external relative,right,left,False
FRCLTEXT001352_right,external relative,front,front,True
FRCLTEXT001355_front,external relative,front,front,True
FRCLTEXT001355_left,external relative,left,right,False
FRCLTEXT001355_back,external relative,back,back,True
FRCLTEXT001355_right,external relative,right,left,False
FRCLTEXT001357_front,external relative,right,left,False
FRCLTEXT001357_left,external relative,front,front,True
FRCLTEXT001357_back,external relative,left,right,False
FRCLTEXT001357_right,external relative,back,left,False
FRCLTEXT001358_front,external relative,right,right,True
FRCLTEXT001358_left,external relative,front,front,True
FRCLTEXT001358_back,external relative,left,right,False
FRCLTEXT001358_right,external relative,back,right,False
FRCLTEXT001359_front,external relative,front,front,True
FRCLTEXT001359_left,external relative,left,right,False
FRCLTEXT001359_back,external relative,back,back,True
FRCLTEXT001359_right,external relative,right,left,False
FRCLTEXT001360_front,external relative,back,back,True
FRCLTEXT001360_left,external relative,right,right,True
FRCLTEXT001360_back,external relative,front,front,True
FRCLTEXT001360_right,external relative,left,left,True
FRCLTEXT001361_front,external relative,left,left,True
FRCLTEXT001361_left,external relative,back,front,False
FRCLTEXT001361_back,external relative,right,left,False
FRCLTEXT001361_right,external relative,front,front,True
FRCLTEXT001362_front,external intrinsic,back,back,True
FRCLTEXT001362_left,external intrinsic,back,back,True
FRCLTEXT001362_back,external intrinsic,back,back,True
FRCLTEXT001362_right,external intrinsic,back,back,True
FRCLTEXT001367_front,external relative,front,front,True
FRCLTEXT001367_left,external relative,left,right,False
FRCLTEXT001367_back,external relative,back,back,True
FRCLTEXT001367_right,external relative,right,left,False
FRCLTEXT001368_front,external relative,back,back,True
FRCLTEXT001368_left,external relative,right,right,True
FRCLTEXT001368_back,external relative,front,front,True
FRCLTEXT001368_right,external relative,left,left,True
FRCLTEXT001369_front,external intrinsic,back,back,True
FRCLTEXT001369_left,external intrinsic,back,back,True
FRCLTEXT001369_back,external intrinsic,back,back,True
FRCLTEXT001369_right,external intrinsic,back,back,True
FRCLTEXT001370_front,internal relative,front,front,True
FRCLTEXT001370_left,internal relative,left,right,False
FRCLTEXT001370_back,internal relative,back,back,True
FRCLTEXT001370_right,internal relative,right,left,False
FRCLTEXT001371_front,internal relative,back,back,True
FRCLTEXT001371_left,internal relative,right,right,True
FRCLTEXT001371_back,internal relative,front,front,True
FRCLTEXT001371_right,internal relative,left,left,True
FRCLTEXT001373_front,external relative,left,right,False
FRCLTEXT001373_left,external relative,back,right,False
FRCLTEXT001373_back,external relative,right,left,False
FRCLTEXT001373_right,external relative,front,right,False
FRCLTEXT001374_front,internal relative,left,right,False
FRCLTEXT001374_left,internal relative,back,front,False
FRCLTEXT001374_back,internal relative,right,left,False
FRCLTEXT001374_right,internal relative,front,right,False
FRCLTEXT001375_front,external relative,back,back,True
FRCLTEXT001375_left,external relative,right,right,True
FRCLTEXT001375_back,external relative,front,front,True
FRCLTEXT001375_right,external relative,left,left,True
FRCLTEXT001376_front,external intrinsic,back,back,True
FRCLTEXT001376_left,external intrinsic,back,right,False
FRCLTEXT001376_back,external intrinsic,back,back,True
FRCLTEXT001376_right,external intrinsic,back,left,False
FRCLTEXT001379_front,external intrinsic,back,back,True
FRCLTEXT001379_left,external intrinsic,back,right,False
FRCLTEXT001379_back,external intrinsic,back,back,True
FRCLTEXT001379_right,external intrinsic,back,back,True
FRCLTEXT001381_front,external intrinsic,left,left,True
FRCLTEXT001381_left,external intrinsic,left,front,False
FRCLTEXT001381_back,external intrinsic,left,left,True
FRCLTEXT001381_right,external intrinsic,left,left,True
FRCLTEXT001382_front,external intrinsic,left,left,True
FRCLTEXT001382_left,external intrinsic,left,left,True
FRCLTEXT001382_back,external intrinsic,left,left,True
FRCLTEXT001382_right,external intrinsic,left,left,True
FRCLTEXT001383_front,external intrinsic,back,back,True
FRCLTEXT001383_left,external intrinsic,back,back,True
FRCLTEXT001383_back,external intrinsic,back,back,True
FRCLTEXT001383_right,external intrinsic,back,back,True
FRCLTEXT001384_front,external intrinsic,back,back,True
FRCLTEXT001384_left,external intrinsic,back,back,True
FRCLTEXT001384_back,external intrinsic,back,back,True
FRCLTEXT001384_right,external intrinsic,back,back,True
FRCLTEXT001385_front,external relative,right,left,False
FRCLTEXT001385_left,external relative,front,front,True
FRCLTEXT001385_back,external relative,left,right,False
FRCLTEXT001385_right,external relative,back,right,False
FRCLTEXT001386_front,internal intrinsic,left,left,True
FRCLTEXT001386_left,internal intrinsic,left,left,True
FRCLTEXT001386_back,internal intrinsic,left,left,True
FRCLTEXT001386_right,internal intrinsic,left,left,True
FRCLTEXT001387_front,external intrinsic,right,right,True
FRCLTEXT001387_left,external intrinsic,right,right,True
FRCLTEXT001387_back,external intrinsic,right,right,True
FRCLTEXT001387_right,external intrinsic,right,right,True
FRCLTEXT001388_front,external intrinsic,left,left,True
FRCLTEXT001388_left,external intrinsic,left,left,True
FRCLTEXT001388_back,external intrinsic,left,left,True
FRCLTEXT001388_right,external intrinsic,left,left,True
FRCLTEXT001392_front,external relative,front,front,True
FRCLTEXT001392_left,external relative,left,right,False
FRCLTEXT001392_back,external relative,back,back,True
FRCLTEXT001392_right,external relative,right,left,False
FRCLTEXT001393_front,external intrinsic,right,right,True
FRCLTEXT001393_left,external intrinsic,right,right,True
FRCLTEXT001393_back,external intrinsic,right,right,True
FRCLTEXT001393_right,external intrinsic,right,right,True
FRCLTEXT001398_front,external intrinsic,front,front,True
FRCLTEXT001398_left,external intrinsic,front,front,True
FRCLTEXT001398_back,external intrinsic,front,front,True
FRCLTEXT001398_right,external intrinsic,front,front,True
FRCLTEXT001399_front,external relative,front,front,True
FRCLTEXT001399_left,external relative,left,right,False
FRCLTEXT001399_back,external relative,back,back,True
FRCLTEXT001399_right,external relative,right,left,False
FRCLTEXT001400_front,external intrinsic,back,back,True
FRCLTEXT001400_left,external intrinsic,back,back,True
FRCLTEXT001400_back,external intrinsic,back,back,True
FRCLTEXT001400_right,external intrinsic,back,back,True
FRCLTEXT001401_front,external intrinsic,front,front,True
FRCLTEXT001401_left,external intrinsic,front,front,True
FRCLTEXT001401_back,external intrinsic,front,front,True
FRCLTEXT001401_right,external intrinsic,front,front,True
FRCLTEXT001402_front,internal intrinsic,right,right,True
FRCLTEXT001402_left,internal intrinsic,right,right,True
FRCLTEXT001402_back,internal intrinsic,right,right,True
FRCLTEXT001402_right,internal intrinsic,right,right,True
FRCLTEXT001405_front,external intrinsic,right,right,True
FRCLTEXT001405_left,external intrinsic,right,right,True
FRCLTEXT001405_back,external intrinsic,right,right,True
FRCLTEXT001405_right,external intrinsic,right,front,False
FRCLTEXT001406_front,external relative,back,back,True
FRCLTEXT001406_left,external relative,right,right,True
FRCLTEXT001406_back,external relative,front,front,True
FRCLTEXT001406_right,external relative,left,left,True
FRCLTEXT001407_front,external relative,left,right,False
FRCLTEXT001407_left,external relative,back,front,False
FRCLTEXT001407_back,external relative,right,left,False
FRCLTEXT001407_right,external relative,front,front,True
FRCLTEXT001408_front,external intrinsic,right,right,True
FRCLTEXT001408_left,external intrinsic,right,right,True
FRCLTEXT001408_back,external intrinsic,right,right,True
FRCLTEXT001408_right,external intrinsic,right,right,True
FRCLTEXT001409_front,external relative,left,left,True
FRCLTEXT001409_left,external relative,back,left,False
FRCLTEXT001409_back,external relative,right,left,False
FRCLTEXT001409_right,external relative,front,front,True
FRCLTEXT001411_front,external relative,left,right,False
FRCLTEXT001411_left,external relative,back,front,False
FRCLTEXT001411_back,external relative,right,left,False
FRCLTEXT001411_right,external relative,front,front,True
FRCLTEXT001412_front,internal intrinsic,left,left,True
FRCLTEXT001412_left,internal intrinsic,left,left,True
FRCLTEXT001412_back,internal intrinsic,left,left,True
FRCLTEXT001412_right,internal intrinsic,left,left,True
FRCLTEXT001414_front,external relative,front,front,True
FRCLTEXT001414_left,external relative,left,right,False
FRCLTEXT001414_back,external relative,back,back,True
FRCLTEXT001414_right,external relative,right,right,True
FRCLTEXT001415_front,external relative,left,right,False
FRCLTEXT001415_left,external relative,back,left,False
FRCLTEXT001415_back,external relative,right,left,False
FRCLTEXT001415_right,external relative,front,right,False
FRCLTEXT001418_front,external relative,right,left,False
FRCLTEXT001418_left,external relative,front,front,True
FRCLTEXT001418_back,external relative,left,right,False
FRCLTEXT001418_right,external relative,back,left,False
FRCLTEXT001421_front,external intrinsic,left,left,True
FRCLTEXT001421_left,external intrinsic,left,left,True
FRCLTEXT001421_back,external intrinsic,left,left,True
FRCLTEXT001421_right,external intrinsic,left,left,True
FRCLTEXT001423_front,external intrinsic,back,back,True
FRCLTEXT001423_left,external intrinsic,back,back,True
FRCLTEXT001423_back,external intrinsic,back,back,True
FRCLTEXT001423_right,external intrinsic,back,back,True
FRCLTEXT001425_front,external relative,back,back,True
FRCLTEXT001425_left,external relative,right,right,True
FRCLTEXT001425_back,external relative,front,front,True
FRCLTEXT001425_right,external relative,left,left,True
FRCLTEXT001427_front,external intrinsic,right,right,True
FRCLTEXT001427_left,external intrinsic,right,right,True
FRCLTEXT001427_back,external intrinsic,right,right,True
FRCLTEXT001427_right,external intrinsic,right,right,True
FRCLTEXT001428_front,external relative,front,front,True
FRCLTEXT001428_left,external relative,left,right,False
FRCLTEXT001428_back,external relative,back,back,True
FRCLTEXT001428_right,external relative,right,left,False
FRCLTEXT001429_front,internal relative,right,left,False
FRCLTEXT001429_left,internal relative,front,front,True
FRCLTEXT001429_back,internal relative,left,right,False
FRCLTEXT001429_right,internal relative,back,front,False
FRCLTEXT001432_front,external intrinsic,back,back,True
FRCLTEXT001432_left,external intrinsic,back,back,True
FRCLTEXT001432_back,external intrinsic,back,back,True
FRCLTEXT001432_right,external intrinsic,back,back,True
FRCLTEXT001434_front,external intrinsic,front,front,True
FRCLTEXT001434_left,external intrinsic,front,right,False
FRCLTEXT001434_back,external intrinsic,front,front,True
FRCLTEXT001434_right,external intrinsic,front,front,True
FRCLTEXT001435_front,external relative,right,left,False
FRCLTEXT001435_left,external relative,front,front,True
FRCLTEXT001435_back,external relative,left,right,False
FRCLTEXT001435_right,external relative,back,left,False
FRCLTEXT001437_front,external relative,back,back,True
FRCLTEXT001437_left,external relative,right,right,True
FRCLTEXT001437_back,external relative,front,front,True
FRCLTEXT001437_right,external relative,left,left,True
FRCLTEXT001438_front,external relative,front,front,True
FRCLTEXT001438_left,external relative,left,right,False
FRCLTEXT001438_back,external relative,back,back,True
FRCLTEXT001438_right,external relative,right,left,False
FRCLTEXT001440_front,external intrinsic,front,front,True
FRCLTEXT001440_left,external intrinsic,front,front,True
FRCLTEXT001440_back,external intrinsic,front,front,True
FRCLTEXT001440_right,external intrinsic,front,front,True
FRCLTEXT001441_front,external relative,back,back,True
FRCLTEXT001441_left,external relative,right,right,True
FRCLTEXT001441_back,external relative,front,front,True
FRCLTEXT001441_right,external relative,left,left,True
FRCLTEXT001442_front,external relative,left,right,False
FRCLTEXT001442_left,external relative,back,left,False
FRCLTEXT001442_back,external relative,right,left,False
FRCLTEXT001442_right,external relative,front,front,True
FRCLTEXT001443_front,external intrinsic,back,back,True
FRCLTEXT001443_left,external intrinsic,back,back,True
FRCLTEXT001443_back,external intrinsic,back,back,True
FRCLTEXT001443_right,external intrinsic,back,back,True
FRCLTEXT001444_front,internal relative,right,left,False
FRCLTEXT001444_left,internal relative,front,left,False
FRCLTEXT001444_back,internal relative,left,right,False
FRCLTEXT001444_right,internal relative,back,left,False
FRCLTEXT001445_front,internal relative,front,front,True
FRCLTEXT001445_left,internal relative,left,right,False
FRCLTEXT001445_back,internal relative,back,back,True
FRCLTEXT001445_right,internal relative,right,left,False
FRCLTEXT001446_front,external intrinsic,left,left,True
FRCLTEXT001446_left,external intrinsic,left,left,True
FRCLTEXT001446_back,external intrinsic,left,left,True
FRCLTEXT001446_right,external intrinsic,left,left,True
FRCLTEXT001450_front,external intrinsic,front,front,True
FRCLTEXT001450_left,external intrinsic,front,front,True
FRCLTEXT001450_back,external intrinsic,front,front,True
FRCLTEXT001450_right,external intrinsic,front,front,True
FRCLTEXT001451_front,external intrinsic,front,front,True
FRCLTEXT001451_left,external intrinsic,front,front,True
FRCLTEXT001451_back,external intrinsic,front,front,True
FRCLTEXT001451_right,external intrinsic,front,front,True
FRCLTEXT001452_front,external intrinsic,front,front,True
FRCLTEXT001452_left,external intrinsic,front,front,True
FRCLTEXT001452_back,external intrinsic,front,front,True
FRCLTEXT001452_right,external intrinsic,front,front,True
FRCLTEXT001454_front,internal relative,right,left,False
FRCLTEXT001454_left,internal relative,front,front,True
FRCLTEXT001454_back,internal relative,left,right,False
FRCLTEXT001454_right,internal relative,back,front,False
FRCLTEXT001455_front,external intrinsic,front,front,True
FRCLTEXT001455_left,external intrinsic,front,front,True
FRCLTEXT001455_back,external intrinsic,front,front,True
FRCLTEXT001455_right,external intrinsic,front,front,True
FRCLTEXT001456_front,external relative,back,back,True
FRCLTEXT001456_left,external relative,right,right,True
FRCLTEXT001456_back,external relative,front,front,True
FRCLTEXT001456_right,external relative,left,left,True
FRCLTEXT001457_front,external relative,left,right,False
FRCLTEXT001457_left,external relative,back,back,True
FRCLTEXT001457_back,external relative,right,left,False
FRCLTEXT001457_right,external relative,front,front,True
FRCLTEXT001460_front,external intrinsic,back,back,True
FRCLTEXT001460_left,external intrinsic,back,right,False
FRCLTEXT001460_back,external intrinsic,back,back,True
FRCLTEXT001460_right,external intrinsic,back,back,True
FRCLTEXT001461_front,external intrinsic,right,right,True
FRCLTEXT001461_left,external intrinsic,right,right,True
FRCLTEXT001461_back,external intrinsic,right,right,True
FRCLTEXT001461_right,external intrinsic,right,right,True
FRCLTEXT001462_front,external intrinsic,right,right,True
FRCLTEXT001462_left,external intrinsic,right,right,True
FRCLTEXT001462_back,external intrinsic,right,right,True
FRCLTEXT001462_right,external intrinsic,right,right,True
FRCLTEXT001463_front,external intrinsic,left,left,True
FRCLTEXT001463_left,external intrinsic,left,left,True
FRCLTEXT001463_back,external intrinsic,left,left,True
FRCLTEXT001463_right,external intrinsic,left,left,True
FRCLTEXT001465_front,external intrinsic,left,left,True
FRCLTEXT001465_left,external intrinsic,left,left,True
FRCLTEXT001465_back,external intrinsic,left,left,True
FRCLTEXT001465_right,external intrinsic,left,left,True
FRCLTEXT001467_front,internal intrinsic,left,left,True
FRCLTEXT001467_left,internal intrinsic,left,left,True
